code,constructorRef,circuit,gp,raceid,position,tm,ms,seconds,lap,stop,duration,box_time,box_seconds,accumulated,stint,compound,distance,stint_lap,stint_distance
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:42.482,102482,102,7,,,,,939540,1,C4,40.936,7,40.936
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,4,1:33.989,93989,93,7,,,,,569357,1,C4,36.036,7,36.036
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,7,1:23.474,83474,83,7,,,,,523790,1,C2,32.571,7,32.571
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:20.753,80753,80,7,,,,,493027,1,C4,34.363,7,34.363
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,19,2:10.329,130329,130,7,,,,,861640,2,INTER,37.366,1,5.338
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,13,1:45.143,105143,105,7,,,,,640390,1,C4,38.878,7,38.878
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.611,70611,70,8,,,,,499654,1,C4,34.544,8,34.544
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,6,1:24.978,84978,84,8,,,,,767734,2,C4,35.048,6,26.286
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:32.248,92248,92,8,,,,,852636,1,C2,47.128,8,47.128
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,8,1:33.057,93057,93,8,,,,,662668,1,C3,47.128,8,47.128
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.228,85228,85,8,,,,,607319,1,C3,37.24,8,37.24
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,12,1:51.775,111775,111,8,,,,,797288,1,C4,56.032,8,56.032
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.623,86623,86,8,,,,,615048,1,C4,46.344,8,46.344
LEC,ferrari,Autodromo Internazionale del Mugello,Tuscan Grand Prix,1039,3,26:16.166,1576166,1576,8,2,23:56.871,1436871,1436,1052421,2,C2,41.96,1,5.245
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:42.477,102477,102,8,,,,,1042022,1,C4,46.784,8,46.784
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,4,1:34.256,94256,94,8,,,,,663346,1,C4,41.184,8,41.184
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:22.929,82929,82,8,,,,,607264,1,C2,37.224,8,37.224
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:20.639,80639,80,8,,,,,573780,1,C4,39.272,8,39.272
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,17,1:53.315,113315,113,8,,,,,991969,2,INTER,42.704,2,10.676
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,13,1:44.867,104867,104,8,,,,,745533,1,C4,44.432,8,44.432
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.511,70511,70,9,,,,,570265,1,C4,38.862,9,38.862
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,6,1:24.503,84503,84,9,,,,,852712,2,C4,39.429,7,30.667
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:32.519,92519,92,9,,,,,944884,1,C2,53.019,9,53.019
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,8,1:32.831,92831,92,9,,,,,755725,1,C3,53.019,9,53.019
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.309,85309,85,9,,,,,692547,1,C3,41.895,9,41.895
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,12,1:52.096,112096,112,9,,,,,909063,1,C4,63.036,9,63.036
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.752,86752,86,9,,,,,701671,1,C4,52.137,9,52.137
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:42.189,102189,102,9,,,,,1144499,1,C4,52.632,9,52.632
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,5,1:35.537,95537,95,9,,,,,757602,1,C4,46.332,9,46.332
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,5,1:22.532,82532,82,9,,,,,690193,1,C2,41.877,9,41.877
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:20.710,80710,80,9,,,,,654419,1,C4,44.181,9,44.181
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,13,1:49.771,109771,109,9,,,,,1105284,2,INTER,48.042,3,16.014
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,13,1:45.498,105498,105,9,,,,,850400,1,C4,49.986,9,49.986
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.460,70460,70,10,,,,,640776,1,C4,43.18,10,43.18
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:25.121,85121,85,10,,,,,937215,2,C4,43.81,8,35.048
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:32.319,92319,92,10,,,,,1037403,1,C2,58.91,10,58.91
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,8,1:33.132,93132,93,10,,,,,848556,1,C3,58.91,10,58.91
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.105,85105,85,10,,,,,777856,1,C3,46.55,10,46.55
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,13,2:01.597,121597,121,10,1,30.678,30678,30,1021159,1,C4,70.04,10,70.04
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.405,86405,86,10,,,,,788423,1,C4,57.93,10,57.93
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:42.232,102232,102,10,,,,,1246688,1,C4,58.48,10,58.48
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,8,1:37.859,97859,97,10,1,22.56,22560,22,853139,1,C4,51.48,10,51.48
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,5,1:22.671,82671,82,10,,,,,772725,1,C2,46.53,10,46.53
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:20.438,80438,80,10,,,,,735129,1,C4,49.09,10,49.09
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,12,1:50.429,110429,110,10,,,,,1215055,2,INTER,53.38,4,21.352
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,13,2:17.453,137453,137,10,,,,,955898,1,C4,55.54,10,55.54
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.690,70690,70,11,,,,,711236,1,C4,47.498,11,47.498
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:23.892,83892,83,11,,,,,1022336,2,C4,48.191,9,39.429
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:32.183,92183,92,11,,,,,1129722,1,C2,64.801,11,64.801
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,8,1:32.946,92946,92,11,,,,,941688,1,C3,64.801,11,64.801
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.075,85075,85,11,,,,,862961,1,C3,51.205,11,51.205
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,2:52.109,172109,172,11,,,,,1264353,2,C2,77.044,1,7.004
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.409,86409,86,11,,,,,874828,1,C4,63.723,11,63.723
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:41.949,101949,101,11,,,,,1348920,1,C4,64.328,11,64.328
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,19,1:53.564,113564,113,11,,,,,1048857,2,C3,56.628,1,5.148
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,5,1:23.132,83132,83,11,,,,,855396,1,C2,51.183,11,51.183
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:20.403,80403,80,11,,,,,815567,1,C4,53.999,11,53.999
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,10,1:50.700,110700,110,11,,,,,1325484,2,INTER,58.718,5,26.69
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,8,2:23.156,143156,143,11,,,,,1093351,1,C4,61.094,11,61.094
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.544,70544,70,12,,,,,781926,1,C4,51.816,12,51.816
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:24.054,84054,84,12,,,,,1106228,2,C4,52.572,10,43.81
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:37.226,97226,97,12,,,,,1221905,1,C2,70.692,12,70.692
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,8,1:32.915,92915,92,12,,,,,1034634,1,C3,70.692,12,70.692
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:24.932,84932,84,12,,,,,948036,1,C3,55.86,12,55.86
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,2:30.104,150104,150,12,,,,,1436462,2,C2,84.048,2,14.008
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.377,86377,86,12,,,,,961237,1,C4,69.516,12,69.516
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:42.138,102138,102,12,,,,,1450869,1,C4,70.176,12,70.176
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,17,1:33.245,93245,93,12,,,,,1162421,2,C3,61.776,2,10.296
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:21.943,81943,81,12,,,,,938528,1,C2,55.836,12,55.836
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:20.494,80494,80,12,,,,,895970,1,C4,58.908,12,58.908
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,10,1:46.893,106893,106,12,,,,,1436184,2,INTER,64.056,6,32.028
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,8,2:24.517,144517,144,12,,,,,1236507,1,C4,66.648,12,66.648
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.489,70489,70,13,,,,,852470,1,C4,56.134,13,56.134
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:24.157,84157,84,13,,,,,1190282,2,C4,56.953,11,48.191
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,2:06.304,126304,126,13,1,29.52,29520,29,1319131,1,C2,76.583,13,76.583
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,7,1:32.429,92429,92,13,,,,,1127549,1,C3,76.583,13,76.583
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.489,85489,85,13,,,,,1032968,1,C3,60.515,13,60.515
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,2:58.935,178935,178,13,,,,,1586566,2,C2,91.052,3,21.012
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.557,86557,86,13,,,,,1047614,1,C4,75.309,13,75.309
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:41.886,101886,101,13,,,,,1553007,1,C4,76.024,13,76.024
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,16,1:34.114,94114,94,13,,,,,1255666,2,C3,66.924,3,15.444
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:22.590,82590,82,13,,,,,1020471,1,C2,60.489,13,60.489
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:24.915,84915,84,13,1,30.243,30243,30,976464,1,C4,63.817,13,63.817
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,2:04.007,124007,124,13,,,,,1543077,2,INTER,69.394,7,37.366
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,8,2:29.087,149087,149,13,,,,,1381024,1,C4,72.202,13,72.202
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.333,70333,70,14,,,,,922959,1,C4,60.452,14,60.452
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:24.416,84416,84,14,,,,,1274439,2,C4,61.334,12,52.572
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,2:31.564,151564,151,14,,,,,1445435,2,C1,82.474,1,5.891
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,7,1:32.680,92680,92,14,,,,,1219978,1,C3,82.474,14,82.474
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.774,85774,85,14,,,,,1118457,1,C3,65.17,14,65.17
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,2:32.308,152308,152,14,,,,,1765501,2,C2,98.056,4,28.016
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.709,86709,86,14,,,,,1134171,1,C4,81.102,14,81.102
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,8,1:41.609,101609,101,14,,,,,1654893,1,C4,81.872,14,81.872
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,15,1:34.070,94070,94,14,,,,,1349780,2,C3,72.072,4,20.592
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:22.501,82501,82,14,,,,,1103061,1,C2,65.142,14,65.142
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,13,1:44.016,104016,104,14,,,,,1061379,2,C2,68.726,1,4.909
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,2:06.421,126421,126,14,,,,,1667084,2,INTER,74.732,8,42.704
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,9,1:46.755,106755,106,14,,,,,1530111,1,C4,77.756,14,77.756
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.308,70308,70,15,,,,,993292,1,C4,64.77,15,64.77
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:24.462,84462,84,15,,,,,1358855,2,C4,65.715,13,56.953
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,2:31.323,151323,151,15,,,,,1596999,2,C1,88.365,2,11.782
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,6,1:33.151,93151,93,15,,,,,1312658,1,C3,88.365,15,88.365
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.289,85289,85,15,,,,,1204231,1,C3,69.825,15,69.825
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,1:52.491,112491,112,15,,,,,1917809,2,C2,105.06,5,35.02
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.721,86721,86,15,,,,,1220880,1,C4,86.895,15,86.895
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,7,1:41.711,101711,101,15,,,,,1756502,1,C4,87.72,15,87.72
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,14,1:32.525,92525,92,15,,,,,1443850,2,C3,77.22,5,25.74
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:22.456,82456,82,15,,,,,1185562,1,C2,69.795,15,69.795
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,11,1:21.189,81189,81,15,,,,,1165395,2,C2,73.635,2,9.818
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,1:46.652,106652,106,15,,,,,1793505,2,INTER,80.07,9,48.042
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,9,1:44.579,104579,104,15,,,,,1636866,1,C4,83.31,15,83.31
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.278,70278,70,16,,,,,1063600,1,C4,69.088,16,69.088
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:24.420,84420,84,16,,,,,1443317,2,C4,70.096,14,61.334
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,2:37.849,157849,157,16,,,,,1748322,2,C1,94.256,3,17.673
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,5,1:32.252,92252,92,16,,,,,1405809,1,C3,94.256,16,94.256
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:24.873,84873,84,16,,,,,1289520,1,C3,74.48,16,74.48
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,1:52.219,112219,112,16,,,,,2030300,2,C2,112.064,6,42.024
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,13,1:26.779,86779,86,16,,,,,1307601,1,C4,92.688,16,92.688
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,7,1:41.554,101554,101,16,,,,,1858213,1,C4,93.568,16,93.568
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,12,1:51.567,111567,111,16,,,,,1536375,2,C3,82.368,6,30.888
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:22.237,82237,82,16,,,,,1268018,1,C2,74.448,16,74.448
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,11,1:20.770,80770,80,16,,,,,1246584,2,C2,78.544,3,14.727
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,1:44.173,104173,104,16,,,,,1900157,2,INTER,85.408,10,53.38
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,9,1:44.576,104576,104,16,,,,,1741445,1,C4,88.864,16,88.864
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.138,70138,70,17,,,,,1133878,1,C4,73.406,17,73.406
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,7,1:24.437,84437,84,17,,,,,1527737,2,C4,74.477,15,65.715
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,2:34.156,154156,154,17,,,,,1906171,2,C1,100.147,4,23.564
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,5,1:32.711,92711,92,17,,,,,1498061,1,C3,100.147,17,100.147
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:25.014,85014,85,17,,,,,1374393,1,C3,79.135,17,79.135
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,1:51.715,111715,111,17,,,,,2142519,2,C2,119.068,7,49.028
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,16,1:33.330,93330,93,17,1,24.344,24344,24,1394380,1,C4,98.481,17,98.481
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,6,1:41.592,101592,101,17,,,,,1959767,1,C4,99.416,17,99.416
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,12,1:34.043,94043,94,17,,,,,1647942,2,C3,87.516,7,36.036
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:21.988,81988,81,17,,,,,1350255,1,C2,79.101,17,79.101
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,11,1:20.186,80186,80,17,,,,,1327354,2,C2,83.453,4,19.636
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,1:42.570,102570,102,17,,,,,2004330,2,INTER,90.746,11,58.718
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,9,1:44.596,104596,104,17,,,,,1846021,1,C4,94.418,17,94.418
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.177,70177,70,18,,,,,1204016,1,C4,77.724,18,77.724
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,8,1:25.893,85893,85,18,,,,,1612174,2,C4,78.858,16,70.096
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,2:21.492,141492,141,18,,,,,2060327,2,C1,106.038,5,29.455
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,5,1:31.751,91751,91,18,1,29.419,29419,29,1590772,1,C3,106.038,18,106.038
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,8,1:25.423,85423,85,18,,,,,1459407,1,C3,83.79,18,83.79
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,14,1:51.545,111545,111,18,,,,,2254234,2,C2,126.072,8,56.032
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,17,1:47.411,107411,107,18,,,,,1487710,2,C2,104.274,1,5.793
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,5,1:42.230,102230,102,18,,,,,2061359,1,C4,105.264,18,105.264
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,11,1:33.865,93865,93,18,,,,,1741985,2,C3,92.664,8,41.184
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:22.754,82754,82,18,,,,,1432243,1,C2,83.754,18,83.754
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,10,1:20.005,80005,80,18,,,,,1407540,2,C2,88.362,5,24.545
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,1:42.857,102857,102,18,,,,,2106900,2,INTER,96.084,12,64.056
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,9,1:44.936,104936,104,18,,,,,1950617,1,C4,99.972,18,99.972
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.072,70072,70,19,,,,,1274193,1,C4,82.042,19,82.042
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,9,1:26.011,86011,86,19,,,,,1698067,2,C4,83.239,17,74.477
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:33.614,93614,93,19,,,,,2201819,2,C1,111.929,6,35.346
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,12,1:53.869,113869,113,19,,,,,1682523,2,C2,111.929,1,5.891
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,8,1:24.983,84983,84,19,,,,,1544830,1,C3,88.445,19,88.445
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,13,1:51.290,111290,111,19,,,,,2365779,2,C2,133.076,9,63.036
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,17,1:26.026,86026,86,19,,,,,1595121,2,C2,110.067,2,11.586
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,4,1:40.919,100919,100,19,,,,,2163589,1,C4,111.112,19,111.112
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,11,1:33.751,93751,93,19,,,,,1835850,2,C3,97.812,9,46.332
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:21.953,81953,81,19,,,,,1514997,1,C2,88.407,19,88.407
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,10,1:20.201,80201,80,19,,,,,1487545,2,C2,93.271,6,29.454
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,1:42.641,102641,102,19,,,,,2209757,2,INTER,101.422,13,69.394
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,10,1:46.133,106133,106,19,,,,,2055553,1,C4,105.526,19,105.526
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:09.954,69954,69,20,,,,,1344265,1,C4,86.36,20,86.36
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,12,1:28.325,88325,88,20,2,22.564,22564,22,1784078,2,C4,87.62,18,78.858
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:32.336,92336,92,20,,,,,2295433,2,C1,117.82,7,41.237
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,10,1:31.776,91776,91,20,,,,,1796392,2,C2,117.82,2,11.782
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,8,1:25.573,85573,85,20,,,,,1629813,1,C3,93.1,20,93.1
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,13,1:50.753,110753,110,20,,,,,2477069,2,C2,140.08,10,70.04
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,17,1:55.933,115933,115,20,,,,,1681147,2,C2,115.86,3,17.379
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,4,1:40.715,100715,100,20,,,,,2264508,1,C4,116.96,20,116.96
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,10,1:32.808,92808,92,20,,,,,1929601,2,C3,102.96,10,51.48
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:22.073,82073,82,20,,,,,1596950,1,C2,93.06,20,93.06
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,10,1:19.937,79937,79,20,,,,,1567746,2,C2,98.18,7,34.363
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,1:41.990,101990,101,20,,,,,2312398,2,INTER,106.76,14,74.732
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,11,1:45.712,105712,105,20,,,,,2161686,1,C4,111.08,20,111.08
LEC,ferrari,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.181,70181,70,21,,,,,1414219,1,C4,90.678,21,90.678
LEC,ferrari,Hungaroring,Hungarian Grand Prix,1033,15,1:44.896,104896,104,21,,,,,1960728,3,C2,92.001,1,4.381
LEC,ferrari,Silverstone Circuit,British Grand Prix,1034,4,1:31.866,91866,91,21,,,,,2387769,2,C1,123.711,8,47.128
LEC,ferrari,Silverstone Circuit,70th Anniversary Grand Prix,1035,10,1:31.790,91790,91,21,,,,,1888168,2,C2,123.711,3,17.673
LEC,ferrari,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,7,1:26.542,86542,86,21,,,,,1715386,1,C3,97.755,21,97.755
LEC,ferrari,Circuit de Spa-Francorchamps,Belgian Grand Prix,1037,13,1:50.616,110616,110,21,,,,,2587822,2,C2,147.084,11,77.044
LEC,ferrari,Autodromo Nazionale di Monza,Italian Grand Prix,1038,17,1:57.406,117406,117,21,,,,,1797080,2,C2,121.653,4,23.172
LEC,ferrari,Sochi Autodrom,Russian Grand Prix,1040,3,1:40.421,100421,100,21,,,,,2365223,1,C4,122.808,21,122.808
LEC,ferrari,Nürburgring,Eifel Grand Prix,1041,10,1:32.832,92832,92,21,,,,,2022409,2,C3,108.108,11,56.628
LEC,ferrari,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,4,1:22.637,82637,82,21,,,,,1679023,1,C2,97.713,21,97.713
LEC,ferrari,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,10,1:19.714,79714,79,21,,,,,1647683,2,C2,103.089,8,39.272
LEC,ferrari,Istanbul Park,Turkish Grand Prix,1044,9,1:42.409,102409,102,21,,,,,2414388,2,INTER,112.098,15,80.07
LEC,ferrari,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,11,1:45.682,105682,105,21,,,,,2267398,1,C4,116.634,21,116.634
