code,constructorRef,circuit,gp,raceid,position,tm,ms,seconds,lap,stop,duration,box_time,box_seconds,accumulated,stint,compound,distance,stint_lap,stint_distance
GAS,alphatauri,Nürburgring,Eifel Grand Prix,1041,6,1:30.720,90720,90,56,,,,,5529361,3,C4,288.288,12,61.776
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:21.030,81030,81,56,,,,,4603249,2,C2,260.568,28,130.284
GAS,alphatauri,Istanbul Park,Turkish Grand Prix,1044,13,1:40.630,100630,100,56,,,,,6170615,3,INTER,298.928,23,122.774
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.460,57460,57,57,,,,,3640806,3,C2,201.951,6,21.258
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:11.008,71008,71,57,,,,,4214914,3,C4,246.126,8,34.544
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:22.914,82914,82,57,,,,,4968383,3,C2,265.335,15,69.825
GAS,alphatauri,Nürburgring,Eifel Grand Prix,1041,6,1:30.717,90717,90,57,,,,,5620081,3,C4,293.436,13,66.924
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:21.091,81091,81,57,,,,,4684279,2,C2,265.221,29,134.937
GAS,alphatauri,Istanbul Park,Turkish Grand Prix,1044,13,1:39.668,99668,99,57,,,,,6271245,3,INTER,304.266,24,128.112
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.546,57546,57,58,,,,,3698266,3,C2,205.494,7,24.801
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.541,68541,68,58,,,,,4285922,3,C4,250.444,9,38.862
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:23.372,83372,83,58,,,,,5051297,3,C2,269.99,16,74.48
GAS,alphatauri,Nürburgring,Eifel Grand Prix,1041,6,1:30.528,90528,90,58,,,,,5710798,3,C4,298.584,14,72.072
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:21.122,81122,81,58,,,,,4765370,2,C2,269.874,30,139.59
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.605,57605,57,59,,,,,3755812,3,C2,209.037,8,28.344
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.638,68638,68,59,,,,,4354463,3,C4,254.762,10,43.18
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:23.478,83478,83,59,,,,,5134669,3,C2,274.645,17,79.135
GAS,alphatauri,Nürburgring,Eifel Grand Prix,1041,6,1:30.276,90276,90,59,,,,,5801326,3,C4,303.732,15,77.22
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:21.014,81014,81,59,,,,,4846492,2,C2,274.527,31,144.243
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.865,57865,57,60,,,,,3813417,3,C2,212.58,9,31.887
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.247,68247,68,60,,,,,4423101,3,C4,259.08,11,47.498
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:24.873,84873,84,60,,,,,5218147,3,C2,279.3,18,83.79
GAS,alphatauri,Nürburgring,Eifel Grand Prix,1041,6,1:30.414,90414,90,60,,,,,5891602,3,C4,308.88,16,82.368
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:20.978,80978,80,60,,,,,4927506,2,C2,279.18,32,148.896
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,1:18.789,78789,78,61,,,,,3871282,3,C2,216.123,10,35.43
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.269,68269,68,61,,,,,4491348,3,C4,263.398,12,51.816
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:23.789,83789,83,61,,,,,5303020,3,C2,283.955,19,88.445
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:20.796,80796,80,61,,,,,5008484,2,C2,283.833,33,153.549
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,1:10.816,70816,70,62,,,,,3950071,3,C2,219.666,11,38.973
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.359,68359,68,62,,,,,4559617,3,C4,267.716,13,56.134
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:23.571,83571,83,62,,,,,5386809,3,C2,288.61,20,93.1
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:20.819,80819,80,62,,,,,5089280,2,C2,288.486,34,158.202
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,1:12.429,72429,72,63,,,,,4020887,3,C2,223.209,12,42.516
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.405,68405,68,63,,,,,4627976,3,C4,272.034,14,60.452
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:23.468,83468,83,63,,,,,5470380,3,C2,293.265,21,97.755
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,6,1:21.949,81949,81,63,,,,,5170099,2,C2,293.139,35,162.855
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,1:20.955,80955,80,64,,,,,4093316,3,C2,226.752,13,46.059
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.420,68420,68,64,,,,,4696381,3,C4,276.352,15,64.77
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:24.302,84302,84,64,,,,,5553848,3,C2,297.92,22,102.41
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,5,1:21.265,81265,81,64,,,,,5252048,2,C2,297.792,36,167.508
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,1:28.378,88378,88,65,,,,,4174271,3,C2,230.295,14,49.602
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.321,68321,68,65,,,,,4764801,3,C4,280.67,16,69.088
GAS,alphatauri,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,9,1:24.546,84546,84,65,,,,,5638150,3,C2,302.575,23,107.065
GAS,alphatauri,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,5,1:20.551,80551,80,65,,,,,5333313,2,C2,302.445,37,172.161
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,1:33.133,93133,93,66,,,,,4262649,3,C2,233.838,15,53.145
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.095,68095,68,66,,,,,4833122,3,C4,284.988,17,73.406
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,1:25.448,85448,85,67,,,,,4355782,3,C2,237.381,16,56.688
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.276,68276,68,67,,,,,4901217,3,C4,289.306,18,77.724
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,1:17.413,77413,77,68,,,,,4441230,3,C2,240.924,17,60.231
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:08.263,68263,68,68,,,,,4969493,3,C4,293.624,19,82.042
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:58.446,58446,58,69,,,,,4518643,3,C2,244.467,18,63.774
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:07.827,67827,67,69,,,,,5037756,3,C4,297.942,20,86.36
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:58.268,58268,58,70,,,,,4577089,3,C2,248.01,19,67.317
GAS,alphatauri,Red Bull Ring,Styrian Grand Prix,1032,15,1:11.033,71033,71,70,,,,,5105583,3,C4,302.26,21,90.678
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.883,57883,57,71,,,,,4635357,3,C2,251.553,20,70.86
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:58.275,58275,58,72,,,,,4693240,3,C2,255.096,21,74.403
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:58.592,58592,58,73,,,,,4751515,3,C2,258.639,22,77.946
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.890,57890,57,74,,,,,4810107,3,C2,262.182,23,81.489
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.433,57433,57,75,,,,,4867997,3,C2,265.725,24,85.032
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.377,57377,57,76,,,,,4925430,3,C2,269.268,25,88.575
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.473,57473,57,77,,,,,4982807,3,C2,272.811,26,92.118
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:57.787,57787,57,78,,,,,5040280,3,C2,276.354,27,95.661
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.762,57762,57,79,,,,,5098067,3,C2,279.897,28,99.204
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.286,57286,57,80,,,,,5155829,3,C2,283.44,29,102.747
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.362,57362,57,81,,,,,5213115,3,C2,286.983,30,106.29
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.590,57590,57,82,,,,,5270477,3,C2,290.526,31,109.833
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.458,57458,57,83,,,,,5328067,3,C2,294.069,32,113.376
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.592,57592,57,84,,,,,5385525,3,C2,297.612,33,116.919
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:58.739,58739,58,85,,,,,5443117,3,C2,301.155,34,120.462
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:58.447,58447,58,86,,,,,5501856,3,C2,304.698,35,124.005
GAS,alphatauri,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:57.833,57833,57,87,,,,,5560303,3,C2,308.241,36,127.548
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,13,1:32.831,92831,92,1,,,,,,1,C3,3.543,1,3.543
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,14,1:20.013,80013,80,1,,,,,,1,C3,4.318,1,4.318
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,15,1:40.400,100400,100,1,,,,,,1,C3,4.318,1,4.318
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,18,1:51.470,111470,111,1,,,,,,1,INTER,4.381,1,4.381
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,13,1:43.369,103369,103,1,,,,,,1,C2,5.891,1,5.891
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,15,1:43.606,103606,103,1,,,,,,1,C3,5.891,1,5.891
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:39.048,99048,99,1,,,,,,1,C2,4.655,1,4.655
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,14,1:34.388,94388,94,1,,,,,,1,C3,5.793,1,5.793
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,2:24.259,144259,144,1,,,,,,1,C4,5.848,1,5.848
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,11,1:42.829,102829,102,1,,,,,,1,C4,5.148,1,5.148
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:41.422,101422,101,1,,,,,,1,C2,4.653,1,4.653
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:31.960,91960,91,1,,,,,,1,C4,4.909,1,4.909
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,2:17.762,137762,137,1,,,,,,1,WET,5.338,1,5.338
GIO,alfa,Bahrain International Circuit,Bahrain Grand Prix,1045,11,2:43.748,163748,163,1,1,19:14.906,1154906,1154,,1,EXCLUDE,5.412,1,5.412
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,15,1:55.759,115759,115,1,,,,,,1,C4,5.554,1,5.554
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,13,1:33.445,93445,93,2,,,,,92831,1,C3,7.086,2,7.086
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,14,1:12.959,72959,72,2,,,,,80013,1,C3,8.636,2,8.636
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,14,1:59.120,119120,119,2,,,,,100400,1,C3,8.636,2,8.636
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,17,1:39.055,99055,99,2,,,,,111470,1,INTER,8.762,2,8.762
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,13,2:14.228,134228,134,2,,,,,103369,1,C2,11.782,2,11.782
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,15,1:35.129,95129,95,2,,,,,103606,1,C3,11.782,2,11.782
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:28.572,88572,88,2,,,,,99048,1,C2,9.31,2,9.31
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,14,1:28.219,88219,88,2,,,,,94388,1,C3,11.586,2,11.586
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,3:06.907,186907,186,2,,,,,144259,1,C4,11.696,2,11.696
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,11,1:36.200,96200,96,2,,,,,102829,1,C4,10.296,2,10.296
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:31.390,91390,91,2,,,,,101422,1,C2,9.306,2,9.306
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:23.529,83529,83,2,,,,,91960,1,C4,9.818,2,9.818
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,2:04.423,124423,124,2,,,,,137762,1,WET,10.676,2,10.676
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,15,1:46.822,106822,106,2,,,,,115759,1,C4,11.108,2,11.108
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,14,1:31.983,91983,91,3,,,,,186276,1,C3,10.629,3,10.629
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,14,1:11.633,71633,71,3,,,,,152972,1,C3,12.954,3,12.954
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,14,1:37.711,97711,97,3,,,,,219520,1,C3,12.954,3,12.954
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,15,1:39.165,99165,99,3,,,,,210525,1,INTER,13.143,3,13.143
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,13,2:29.700,149700,149,3,,,,,237597,1,C2,17.673,3,17.673
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,15,1:35.541,95541,95,3,,,,,198735,1,C3,17.673,3,17.673
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:27.417,87417,87,3,,,,,187620,1,C2,13.965,3,13.965
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,14,1:27.114,87114,87,3,,,,,182607,1,C3,17.379,3,17.379
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,2:52.045,172045,172,3,,,,,331166,1,C4,17.544,3,17.544
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,11,1:35.082,95082,95,3,,,,,199029,1,C4,15.444,3,15.444
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:26.635,86635,86,3,,,,,192812,1,C2,13.959,3,13.959
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:22.095,82095,82,3,,,,,175489,1,C4,14.727,3,14.727
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,2:01.884,121884,121,3,,,,,262185,1,WET,16.014,3,16.014
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,15,1:45.538,105538,105,3,,,,,222581,1,C4,16.662,3,16.662
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,14,1:29.852,89852,89,4,,,,,278259,1,C3,14.172,4,14.172
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,14,1:11.482,71482,71,4,,,,,224605,1,C3,17.272,4,17.272
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,14,1:12.706,72706,72,4,,,,,317231,1,C3,17.272,4,17.272
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,15,1:45.277,105277,105,4,1,22.283,22283,22,309690,1,INTER,17.524,4,17.524
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,13,2:34.310,154310,154,4,,,,,387297,1,C2,23.564,4,23.564
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,15,1:35.236,95236,95,4,,,,,294276,1,C3,23.564,4,23.564
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:26.551,86551,86,4,,,,,275037,1,C2,18.62,4,18.62
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,15,1:27.834,87834,87,4,,,,,269721,1,C3,23.172,4,23.172
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,2:52.333,172333,172,4,,,,,503211,1,C4,23.392,4,23.392
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,11,1:34.460,94460,94,4,,,,,294111,1,C4,20.592,4,20.592
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:25.466,85466,85,4,,,,,279447,1,C2,18.612,4,18.612
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:21.863,81863,81,4,,,,,257584,1,C4,19.636,4,19.636
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,2:00.200,120200,120,4,,,,,384069,1,WET,21.352,4,21.352
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,15,1:45.375,105375,105,4,,,,,328119,1,C4,22.216,4,22.216
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,14,1:33.552,93552,93,5,,,,,368111,1,C3,17.715,5,17.715
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,14,1:11.848,71848,71,5,,,,,296087,1,C3,21.59,5,21.59
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,14,1:11.780,71780,71,5,,,,,389937,1,C3,21.59,5,21.59
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,19,1:48.244,108244,108,5,,,,,520244,2,C4,21.905,1,4.381
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,13,2:08.087,128087,128,5,,,,,541607,1,C2,29.455,5,29.455
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,15,1:34.694,94694,94,5,,,,,389512,1,C3,29.455,5,29.455
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:26.812,86812,86,5,,,,,361588,1,C2,23.275,5,23.275
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,15,1:26.385,86385,86,5,,,,,357555,1,C3,28.965,5,28.965
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,2:43.543,163543,163,5,,,,,675544,1,C4,29.24,5,29.24
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,11,1:34.619,94619,94,5,,,,,388571,1,C4,25.74,5,25.74
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:23.742,83742,83,5,,,,,364913,1,C2,23.265,5,23.265
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:21.702,81702,81,5,,,,,339447,1,C4,24.545,5,24.545
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,1:57.415,117415,117,5,,,,,504269,1,WET,26.69,5,26.69
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,15,1:45.775,105775,105,5,,,,,433494,1,C4,27.77,5,27.77
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,14,1:12.671,72671,72,6,,,,,461663,1,C3,21.258,6,21.258
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,15,1:12.479,72479,72,6,,,,,367935,1,C3,25.908,6,25.908
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,14,1:11.028,71028,71,6,,,,,461717,1,C3,25.908,6,25.908
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,19,1:26.059,86059,86,6,,,,,628488,2,C4,26.286,2,8.762
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,12,1:35.001,95001,95,6,,,,,669694,1,C2,35.346,6,35.346
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,15,1:34.612,94612,94,6,,,,,484206,1,C3,35.346,6,35.346
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:26.529,86529,86,6,,,,,448400,1,C2,27.93,6,27.93
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,15,1:26.631,86631,86,6,,,,,443940,1,C3,34.758,6,34.758
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,1:43.895,103895,103,6,,,,,839087,1,C4,35.088,6,35.088
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,11,1:34.576,94576,94,6,,,,,483190,1,C4,30.888,6,30.888
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:23.586,83586,83,6,,,,,448655,1,C2,27.918,6,27.918
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:21.310,81310,81,6,,,,,421149,1,C4,29.454,6,29.454
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,1:56.650,116650,116,6,,,,,621684,1,WET,32.028,6,32.028
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,16,1:46.616,106616,106,6,,,,,539269,1,C4,33.324,6,33.324
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,14,1:00.959,60959,60,7,,,,,534334,1,C3,24.801,7,24.801
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,15,1:11.830,71830,71,7,,,,,440414,1,C3,30.226,7,30.226
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,14,1:11.171,71171,71,7,,,,,532745,1,C3,30.226,7,30.226
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,19,1:25.172,85172,85,7,,,,,714547,2,C4,30.667,3,13.143
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,12,1:34.520,94520,94,7,,,,,764695,1,C2,41.237,7,41.237
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,14,1:34.067,94067,94,7,1,27.892,27892,27,578818,1,C3,41.237,7,41.237
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:26.295,86295,86,7,,,,,534929,1,C2,32.585,7,32.585
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,15,1:26.613,86613,86,7,,,,,530571,1,C3,40.551,7,40.551
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,1:43.798,103798,103,7,,,,,942982,1,C4,40.936,7,40.936
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,11,1:34.664,94664,94,7,,,,,577766,1,C4,36.036,7,36.036
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:23.366,83366,83,7,,,,,532241,1,C2,32.571,7,32.571
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:21.192,81192,81,7,,,,,502459,1,C4,34.363,7,34.363
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,1:57.201,117201,117,7,,,,,738334,1,WET,37.366,7,37.366
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,16,1:45.724,105724,105,7,,,,,645885,1,C4,38.878,7,38.878
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,15,1:00.648,60648,60,8,,,,,595293,1,C3,28.344,8,28.344
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,15,1:11.584,71584,71,8,,,,,512244,1,C3,34.544,8,34.544
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,13,1:10.377,70377,70,8,,,,,603916,1,C3,34.544,8,34.544
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,19,1:25.113,85113,85,8,,,,,799719,2,C4,35.048,4,17.524
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,12,1:33.506,93506,93,8,,,,,859215,1,C2,47.128,8,47.128
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,20,1:52.500,112500,112,8,,,,,766952,2,C2,47.128,1,5.891
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:26.397,86397,86,8,,,,,621224,1,C2,37.24,8,37.24
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,15,1:26.496,86496,86,8,,,,,617184,1,C3,46.344,8,46.344
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,1:43.399,103399,103,8,,,,,1046780,1,C4,46.784,8,46.784
GIO,alfa,Nürburgring,Eifel Grand Prix,1041,10,1:34.683,94683,94,8,,,,,672430,1,C4,41.184,8,41.184
GIO,alfa,Autódromo Internacional do Algarve,Portuguese Grand Prix,1042,14,1:24.182,84182,84,8,,,,,615607,1,C2,37.224,8,37.224
GIO,alfa,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,14,1:21.278,81278,81,8,,,,,583651,1,C4,39.272,8,39.272
GIO,alfa,Istanbul Park,Turkish Grand Prix,1044,11,1:56.474,116474,116,8,1,25.432,25432,25,855535,1,WET,42.704,8,42.704
GIO,alfa,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,16,1:45.605,105605,105,8,,,,,751609,1,C4,44.432,8,44.432
GIO,alfa,Bahrain International Circuit,Sakhir Grand Prix,1046,15,1:00.178,60178,60,9,,,,,655941,1,C3,31.887,9,31.887
GIO,alfa,Red Bull Ring,Austrian Grand Prix,1031,15,1:11.583,71583,71,9,,,,,583828,1,C3,38.862,9,38.862
GIO,alfa,Red Bull Ring,Styrian Grand Prix,1032,13,1:10.514,70514,70,9,,,,,674293,1,C3,38.862,9,38.862
GIO,alfa,Hungaroring,Hungarian Grand Prix,1033,19,1:24.313,84313,84,9,,,,,884832,2,C4,39.429,5,21.905
GIO,alfa,Silverstone Circuit,British Grand Prix,1034,12,1:33.445,93445,93,9,,,,,952721,1,C2,53.019,9,53.019
GIO,alfa,Silverstone Circuit,70th Anniversary Grand Prix,1035,19,1:32.892,92892,92,9,,,,,879452,2,C2,53.019,2,11.782
GIO,alfa,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1036,19,1:26.061,86061,86,9,,,,,707621,1,C2,41.895,9,41.895
GIO,alfa,Autodromo Nazionale di Monza,Italian Grand Prix,1038,15,1:26.742,86742,86,9,,,,,703680,1,C3,52.137,9,52.137
GIO,alfa,Sochi Autodrom,Russian Grand Prix,1040,12,1:43.386,103386,103,9,,,,,1150179,1,C4,52.632,9,52.632
