,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Seconds,LapStartSeconds,PitWindowTime
77,0 days 01:22:31.442000,44,0 days 00:01:46.346000,27,2,,,0 days 00:00:37.943000,0 days 00:00:42.852000,0 days 00:00:25.551000,0 days 01:21:23.039000,0 days 01:22:05.891000,0 days 01:22:31.442000,,228.0,311.0,313.0,HARD,16.0,True,0 days 01:20:45.096000,Mercedes,HAM,1,True,2021-06-06 12:50:45.105,106.346,4845.0960000000005,4870.5183478300005
78,0 days 01:24:17.543000,44,0 days 00:01:46.101000,28,2,,,0 days 00:00:37.864000,0 days 00:00:42.818000,0 days 00:00:25.419000,0 days 01:23:09.306000,0 days 01:23:52.124000,0 days 01:24:17.543000,213.0,227.0,310.0,314.0,HARD,17.0,True,0 days 01:22:31.442000,Mercedes,HAM,1,True,2021-06-06 12:52:31.451,106.10100000000001,4951.442,4976.86434783
79,0 days 01:26:03.389000,44,0 days 00:01:45.846000,29,2,,,0 days 00:00:37.726000,0 days 00:00:42.662000,0 days 00:00:25.458000,0 days 01:24:55.269000,0 days 01:25:37.931000,0 days 01:26:03.389000,209.0,228.0,312.0,314.0,HARD,18.0,True,0 days 01:24:17.543000,Mercedes,HAM,1,True,2021-06-06 12:54:17.552,105.846,5057.543000000001,5082.965347830001
80,0 days 01:27:48.981000,44,0 days 00:01:45.592000,30,2,,,0 days 00:00:37.426000,0 days 00:00:42.824000,0 days 00:00:25.342000,0 days 01:26:40.815000,0 days 01:27:23.639000,0 days 01:27:48.981000,212.0,227.0,312.0,315.0,HARD,19.0,True,0 days 01:26:03.389000,Mercedes,HAM,1,True,2021-06-06 12:56:03.398,105.59200000000001,5163.389,5188.81134783
81,0 days 01:30:07.391000,44,0 days 00:02:18.410000,31,2,,,0 days 00:00:38.479000,0 days 00:00:56.835000,0 days 00:00:43.096000,0 days 01:28:27.460000,0 days 01:29:24.295000,0 days 01:30:07.391000,158.0,172.0,264.0,176.0,HARD,20.0,True,0 days 01:27:48.981000,Mercedes,HAM,24,False,2021-06-06 12:57:48.990,138.41,5268.981000000001,5294.403347830001
86,0 days 01:43:53.410000,44,0 days 00:01:50.101000,36,2,,,0 days 00:00:40.340000,0 days 00:00:44.356000,0 days 00:00:25.405000,0 days 01:42:43.649000,0 days 01:43:28.005000,0 days 01:43:53.410000,189.0,223.0,311.0,318.0,HARD,25.0,True,0 days 01:42:03.309000,Mercedes,HAM,1,False,2021-06-06 13:12:03.318,110.10100000000001,6123.309,6148.73134783
87,0 days 01:45:39.924000,44,0 days 00:01:46.514000,37,2,,,0 days 00:00:38.276000,0 days 00:00:42.938000,0 days 00:00:25.300000,0 days 01:44:31.686000,0 days 01:45:14.624000,0 days 01:45:39.924000,202.0,227.0,319.0,319.0,HARD,26.0,True,0 days 01:43:53.410000,Mercedes,HAM,1,True,2021-06-06 13:13:53.419,106.51400000000001,6233.410000000001,6258.832347830001
88,0 days 01:47:25.139000,44,0 days 00:01:45.215000,38,2,,,0 days 00:00:37.592000,0 days 00:00:42.794000,0 days 00:00:24.829000,0 days 01:46:17.516000,0 days 01:47:00.310000,0 days 01:47:25.139000,205.0,225.0,342.0,321.0,HARD,27.0,True,0 days 01:45:39.924000,Mercedes,HAM,1,True,2021-06-06 13:15:39.933,105.215,6339.924,6365.34634783
89,0 days 01:49:11.159000,44,0 days 00:01:46.020000,39,2,,,0 days 00:00:38.083000,0 days 00:00:42.752000,0 days 00:00:25.185000,0 days 01:48:03.222000,0 days 01:48:45.974000,0 days 01:49:11.159000,197.0,228.0,313.0,319.0,HARD,28.0,True,0 days 01:47:25.139000,Mercedes,HAM,1,True,2021-06-06 13:17:25.148,106.02000000000001,6445.139,6470.56134783
90,0 days 01:50:56.178000,44,0 days 00:01:45.019000,40,2,,,0 days 00:00:37.367000,0 days 00:00:42.565000,0 days 00:00:25.087000,0 days 01:49:48.526000,0 days 01:50:31.091000,0 days 01:50:56.178000,206.0,229.0,323.0,320.0,HARD,29.0,True,0 days 01:49:11.159000,Mercedes,HAM,1,True,2021-06-06 13:19:11.168,105.019,6551.159000000001,6576.581347830001
91,0 days 01:52:41.205000,44,0 days 00:01:45.027000,41,2,,,0 days 00:00:37.357000,0 days 00:00:42.590000,0 days 00:00:25.080000,0 days 01:51:33.535000,0 days 01:52:16.125000,0 days 01:52:41.205000,213.0,227.0,317.0,320.0,HARD,30.0,True,0 days 01:50:56.178000,Mercedes,HAM,1,True,2021-06-06 13:20:56.187,105.027,6656.178000000001,6681.600347830001
92,0 days 01:54:26.463000,44,0 days 00:01:45.258000,42,2,,,0 days 00:00:37.439000,0 days 00:00:42.570000,0 days 00:00:25.249000,0 days 01:53:18.644000,0 days 01:54:01.214000,0 days 01:54:26.463000,205.0,232.0,319.0,318.0,HARD,31.0,True,0 days 01:52:41.205000,Mercedes,HAM,1,True,2021-06-06 13:22:41.214,105.25800000000001,6761.205000000001,6786.627347830001
93,0 days 01:56:11.232000,44,0 days 00:01:44.769000,43,2,,,0 days 00:00:37.249000,0 days 00:00:42.253000,0 days 00:00:25.267000,0 days 01:55:03.712000,0 days 01:55:45.965000,0 days 01:56:11.232000,209.0,231.0,319.0,319.0,HARD,32.0,True,0 days 01:54:26.463000,Mercedes,HAM,1,True,2021-06-06 13:24:26.472,104.769,6866.463000000001,6891.885347830001
94,0 days 01:57:56.011000,44,0 days 00:01:44.779000,44,2,,,0 days 00:00:37.309000,0 days 00:00:42.397000,0 days 00:00:25.073000,0 days 01:56:48.541000,0 days 01:57:30.938000,0 days 01:57:56.011000,210.0,234.0,321.0,321.0,HARD,33.0,True,0 days 01:56:11.232000,Mercedes,HAM,1,True,2021-06-06 13:26:11.241,104.77900000000001,6971.232000000001,6996.654347830001
95,0 days 01:59:40.868000,44,0 days 00:01:44.857000,45,2,,,0 days 00:00:37.196000,0 days 00:00:42.441000,0 days 00:00:25.220000,0 days 01:58:33.207000,0 days 01:59:15.648000,0 days 01:59:40.868000,212.0,233.0,317.0,321.0,HARD,34.0,True,0 days 01:57:56.011000,Mercedes,HAM,1,True,2021-06-06 13:27:56.020,104.85700000000001,7076.011,7101.4333478300005
96,0 days 02:01:25.972000,44,0 days 00:01:45.104000,46,2,,,0 days 00:00:37.223000,0 days 00:00:42.300000,0 days 00:00:25.581000,0 days 02:00:18.091000,0 days 02:01:00.391000,0 days 02:01:25.972000,215.0,233.0,274.0,318.0,HARD,35.0,True,0 days 01:59:40.868000,Mercedes,HAM,1,True,2021-06-06 13:29:40.877,105.10400000000001,7180.868,7206.29034783
97,0 days 02:03:41.378000,44,0 days 00:02:15.406000,47,2,,0 days 02:03:40.041000,0 days 00:00:38.631000,0 days 00:00:43.503000,0 days 00:00:53.272000,0 days 02:02:04.603000,0 days 02:02:48.106000,0 days 02:03:41.378000,204.0,224.0,,131.0,HARD,36.0,True,0 days 02:01:25.972000,Mercedes,HAM,24,False,2021-06-06 13:31:25.981,135.406,7285.972000000001,7311.394347830001
101,0 days 02:47:53.801000,44,0 days 00:01:51.085000,51,4,,,0 days 00:00:39.703000,0 days 00:00:45.543000,0 days 00:00:25.839000,0 days 02:46:42.419000,0 days 02:47:27.962000,0 days 02:47:53.801000,,201.0,289.0,315.0,SOFT,7.0,False,0 days 02:46:02.716000,Mercedes,HAM,1,True,2021-06-06 14:16:02.725,111.08500000000001,9962.716,9988.13834783
103,0 days 00:37:42.495000,33,0 days 00:01:49.550000,2,1,,,0 days 00:00:39.138000,0 days 00:00:44.561000,0 days 00:00:25.851000,0 days 00:36:32.083000,0 days 00:37:16.644000,0 days 00:37:42.495000,194.0,201.0,312.0,316.0,SOFT,3.0,False,0 days 00:35:52.945000,Red Bull,VER,1,True,2021-06-06 12:05:52.954,109.55000000000001,2152.945,2178.36734783
104,0 days 00:39:30.535000,33,0 days 00:01:48.040000,3,1,,,0 days 00:00:38.910000,0 days 00:00:43.786000,0 days 00:00:25.344000,0 days 00:38:21.405000,0 days 00:39:05.191000,0 days 00:39:30.535000,193.0,205.0,338.0,318.0,SOFT,4.0,False,0 days 00:37:42.495000,Red Bull,VER,1,True,2021-06-06 12:07:42.504,108.04,2262.4950000000003,2287.9173478300004
105,0 days 00:41:18.361000,33,0 days 00:01:47.826000,4,1,,,0 days 00:00:38.770000,0 days 00:00:43.614000,0 days 00:00:25.442000,0 days 00:40:09.305000,0 days 00:40:52.919000,0 days 00:41:18.361000,194.0,202.0,332.0,319.0,SOFT,5.0,False,0 days 00:39:30.535000,Red Bull,VER,2,True,2021-06-06 12:09:30.544,107.82600000000001,2370.5350000000003,2395.9573478300003
106,0 days 00:43:05.468000,33,0 days 00:01:47.107000,5,1,,,0 days 00:00:38.344000,0 days 00:00:43.467000,0 days 00:00:25.296000,0 days 00:41:56.705000,0 days 00:42:40.172000,0 days 00:43:05.468000,198.0,209.0,344.0,320.0,SOFT,6.0,False,0 days 00:41:18.361000,Red Bull,VER,1,True,2021-06-06 12:11:18.370,107.10700000000001,2478.3610000000003,2503.7833478300004
107,0 days 00:44:53.016000,33,0 days 00:01:47.548000,6,1,,,0 days 00:00:38.583000,0 days 00:00:43.631000,0 days 00:00:25.334000,0 days 00:43:44.051000,0 days 00:44:27.682000,0 days 00:44:53.016000,194.0,201.0,336.0,321.0,SOFT,7.0,False,0 days 00:43:05.468000,Red Bull,VER,1,True,2021-06-06 12:13:05.477,107.548,2585.4680000000003,2610.8903478300003
108,0 days 00:46:40.234000,33,0 days 00:01:47.218000,7,1,,,0 days 00:00:38.270000,0 days 00:00:43.098000,0 days 00:00:25.850000,0 days 00:45:31.286000,0 days 00:46:14.384000,0 days 00:46:40.234000,202.0,204.0,308.0,313.0,SOFT,8.0,False,0 days 00:44:53.016000,Red Bull,VER,1,True,2021-06-06 12:14:53.025,107.218,2693.016,2718.43834783
109,0 days 00:48:27.383000,33,0 days 00:01:47.149000,8,1,,,0 days 00:00:38.049000,0 days 00:00:43.179000,0 days 00:00:25.921000,0 days 00:47:18.283000,0 days 00:48:01.462000,0 days 00:48:27.383000,205.0,204.0,308.0,313.0,SOFT,9.0,False,0 days 00:46:40.234000,Red Bull,VER,1,True,2021-06-06 12:16:40.243,107.149,2800.2340000000004,2825.6563478300004
110,0 days 00:50:14.508000,33,0 days 00:01:47.125000,9,1,,,0 days 00:00:38.131000,0 days 00:00:43.142000,0 days 00:00:25.852000,0 days 00:49:05.514000,0 days 00:49:48.656000,0 days 00:50:14.508000,204.0,206.0,309.0,314.0,SOFT,10.0,False,0 days 00:48:27.383000,Red Bull,VER,1,True,2021-06-06 12:18:27.392,107.125,2907.3830000000003,2932.8053478300003
111,0 days 00:52:01.803000,33,0 days 00:01:47.295000,10,1,,,0 days 00:00:38.147000,0 days 00:00:43.339000,0 days 00:00:25.809000,0 days 00:50:52.655000,0 days 00:51:35.994000,0 days 00:52:01.803000,200.0,206.0,310.0,313.0,SOFT,11.0,False,0 days 00:50:14.508000,Red Bull,VER,1,True,2021-06-06 12:20:14.517,107.295,3014.5080000000003,3039.9303478300003
112,0 days 00:53:49.130000,33,0 days 00:01:47.327000,11,1,,,0 days 00:00:38.156000,0 days 00:00:43.252000,0 days 00:00:25.919000,0 days 00:52:39.959000,0 days 00:53:23.211000,0 days 00:53:49.130000,206.0,204.0,302.0,314.0,SOFT,12.0,False,0 days 00:52:01.803000,Red Bull,VER,2,True,2021-06-06 12:22:01.812,107.32700000000001,3121.8030000000003,3147.2253478300004
113,0 days 00:55:39.519000,33,0 days 00:01:50.389000,12,1,,0 days 00:55:38.279000,0 days 00:00:37.820000,0 days 00:00:42.692000,0 days 00:00:29.877000,0 days 00:54:26.950000,0 days 00:55:09.642000,0 days 00:55:39.519000,214.0,213.0,,307.0,SOFT,13.0,False,0 days 00:53:49.130000,Red Bull,VER,2,False,2021-06-06 12:23:49.139,110.38900000000001,3229.13,3254.55234783
114,0 days 00:57:42.470000,33,0 days 00:02:02.951000,13,2,0 days 00:55:58.032000,,0 days 00:00:53.781000,0 days 00:00:43.260000,0 days 00:00:25.910000,0 days 00:56:33.300000,0 days 00:57:16.560000,0 days 00:57:42.470000,207.0,212.0,304.0,311.0,HARD,1.0,True,0 days 00:55:39.519000,Red Bull,VER,1,False,2021-06-06 12:25:39.528,122.95100000000001,3339.5190000000002,3364.9413478300003
115,0 days 00:59:28.662000,33,0 days 00:01:46.192000,14,2,,,0 days 00:00:37.791000,0 days 00:00:42.573000,0 days 00:00:25.828000,0 days 00:58:20.261000,0 days 00:59:02.834000,0 days 00:59:28.662000,212.0,206.0,306.0,311.0,HARD,2.0,True,0 days 00:57:42.470000,Red Bull,VER,1,True,2021-06-06 12:27:42.479,106.19200000000001,3462.4700000000003,3487.8923478300003
116,0 days 01:01:15.047000,33,0 days 00:01:46.385000,15,2,,,0 days 00:00:37.678000,0 days 00:00:42.804000,0 days 00:00:25.903000,0 days 01:00:06.340000,0 days 01:00:49.144000,0 days 01:01:15.047000,215.0,209.0,305.0,310.0,HARD,3.0,True,0 days 00:59:28.662000,Red Bull,VER,1,True,2021-06-06 12:29:28.671,106.385,3568.6620000000003,3594.0843478300003
117,0 days 01:03:00.788000,33,0 days 00:01:45.741000,16,2,,,0 days 00:00:37.568000,0 days 00:00:42.461000,0 days 00:00:25.712000,0 days 01:01:52.615000,0 days 01:02:35.076000,0 days 01:03:00.788000,212.0,214.0,309.0,313.0,HARD,4.0,True,0 days 01:01:15.047000,Red Bull,VER,1,True,2021-06-06 12:31:15.056,105.741,3675.047,3700.46934783
118,0 days 01:04:46.708000,33,0 days 00:01:45.920000,17,2,,,0 days 00:00:37.682000,0 days 00:00:42.521000,0 days 00:00:25.717000,0 days 01:03:38.470000,0 days 01:04:20.991000,0 days 01:04:46.708000,209.0,217.0,312.0,312.0,HARD,5.0,True,0 days 01:03:00.788000,Red Bull,VER,1,True,2021-06-06 12:33:00.797,105.92,3780.788,3806.21034783
119,0 days 01:06:32.809000,33,0 days 00:01:46.101000,18,2,,,0 days 00:00:37.567000,0 days 00:00:42.837000,0 days 00:00:25.697000,0 days 01:05:24.275000,0 days 01:06:07.112000,0 days 01:06:32.809000,203.0,215.0,309.0,314.0,HARD,6.0,True,0 days 01:04:46.708000,Red Bull,VER,1,True,2021-06-06 12:34:46.717,106.10100000000001,3886.708,3912.13034783
120,0 days 01:08:18.706000,33,0 days 00:01:45.897000,19,2,,,0 days 00:00:37.471000,0 days 00:00:42.483000,0 days 00:00:25.943000,0 days 01:07:10.280000,0 days 01:07:52.763000,0 days 01:08:18.706000,212.0,209.0,307.0,309.0,HARD,7.0,True,0 days 01:06:32.809000,Red Bull,VER,1,True,2021-06-06 12:36:32.818,105.897,3992.809,4018.2313478300002
121,0 days 01:10:04.672000,33,0 days 00:01:45.966000,20,2,,,0 days 00:00:37.498000,0 days 00:00:42.561000,0 days 00:00:25.907000,0 days 01:08:56.204000,0 days 01:09:38.765000,0 days 01:10:04.672000,211.0,214.0,309.0,309.0,HARD,8.0,True,0 days 01:08:18.706000,Red Bull,VER,1,True,2021-06-06 12:38:18.715,105.96600000000001,4098.706,4124.12834783
122,0 days 01:11:50.377000,33,0 days 00:01:45.705000,21,2,,,0 days 00:00:37.438000,0 days 00:00:42.374000,0 days 00:00:25.893000,0 days 01:10:42.110000,0 days 01:11:24.484000,0 days 01:11:50.377000,212.0,216.0,307.0,308.0,HARD,9.0,True,0 days 01:10:04.672000,Red Bull,VER,1,True,2021-06-06 12:40:04.681,105.70500000000001,4204.6720000000005,4230.0943478300005
123,0 days 01:13:36.152000,33,0 days 00:01:45.775000,22,2,,,0 days 00:00:37.478000,0 days 00:00:42.454000,0 days 00:00:25.843000,0 days 01:12:27.855000,0 days 01:13:10.309000,0 days 01:13:36.152000,215.0,211.0,308.0,310.0,HARD,10.0,True,0 days 01:11:50.377000,Red Bull,VER,1,True,2021-06-06 12:41:50.386,105.775,4310.377,4335.79934783
124,0 days 01:15:21.828000,33,0 days 00:01:45.676000,23,2,,,0 days 00:00:37.474000,0 days 00:00:42.448000,0 days 00:00:25.754000,0 days 01:14:13.626000,0 days 01:14:56.074000,0 days 01:15:21.828000,209.0,217.0,310.0,310.0,HARD,11.0,True,0 days 01:13:36.152000,Red Bull,VER,1,True,2021-06-06 12:43:36.161,105.676,4416.152,4441.57434783
125,0 days 01:17:07.284000,33,0 days 00:01:45.456000,24,2,,,0 days 00:00:37.301000,0 days 00:00:42.366000,0 days 00:00:25.789000,0 days 01:15:59.129000,0 days 01:16:41.495000,0 days 01:17:07.284000,,212.0,313.0,311.0,HARD,12.0,True,0 days 01:15:21.828000,Red Bull,VER,2,True,2021-06-06 12:45:21.837,105.456,4521.828,4547.2503478300005
126,0 days 01:18:52.699000,33,0 days 00:01:45.415000,25,2,,,0 days 00:00:37.431000,0 days 00:00:42.670000,0 days 00:00:25.314000,0 days 01:17:44.715000,0 days 01:18:27.385000,0 days 01:18:52.699000,214.0,210.0,328.0,317.0,HARD,13.0,True,0 days 01:17:07.284000,Red Bull,VER,2,True,2021-06-06 12:47:07.293,105.415,4627.284000000001,4652.706347830001
127,0 days 01:20:38.051000,33,0 days 00:01:45.352000,26,2,,,0 days 00:00:37.309000,0 days 00:00:42.289000,0 days 00:00:25.754000,0 days 01:19:30.008000,0 days 01:20:12.297000,0 days 01:20:38.051000,215.0,218.0,307.0,309.0,HARD,14.0,True,0 days 01:18:52.699000,Red Bull,VER,1,True,2021-06-06 12:48:52.708,105.352,4732.6990000000005,4758.121347830001
128,0 days 01:22:23.503000,33,0 days 00:01:45.452000,27,2,,,0 days 00:00:37.436000,0 days 00:00:42.263000,0 days 00:00:25.753000,0 days 01:21:15.487000,0 days 01:21:57.750000,0 days 01:22:23.503000,210.0,219.0,310.0,308.0,HARD,15.0,True,0 days 01:20:38.051000,Red Bull,VER,1,True,2021-06-06 12:50:38.060,105.45200000000001,4838.051,4863.47334783
129,0 days 01:24:09.053000,33,0 days 00:01:45.550000,28,2,,,0 days 00:00:37.412000,0 days 00:00:42.377000,0 days 00:00:25.761000,0 days 01:23:00.915000,0 days 01:23:43.292000,0 days 01:24:09.053000,212.0,218.0,308.0,309.0,HARD,16.0,True,0 days 01:22:23.503000,Red Bull,VER,1,True,2021-06-06 12:52:23.512,105.55000000000001,4943.503000000001,4968.925347830001
130,0 days 01:25:54.447000,33,0 days 00:01:45.394000,29,2,,,0 days 00:00:37.434000,0 days 00:00:42.237000,0 days 00:00:25.723000,0 days 01:24:46.487000,0 days 01:25:28.724000,0 days 01:25:54.447000,210.0,218.0,311.0,309.0,HARD,17.0,True,0 days 01:24:09.053000,Red Bull,VER,1,True,2021-06-06 12:54:09.062,105.394,5049.053,5074.47534783
131,0 days 01:27:40.100000,33,0 days 00:01:45.653000,30,2,,,0 days 00:00:37.430000,0 days 00:00:42.511000,0 days 00:00:25.712000,0 days 01:26:31.877000,0 days 01:27:14.388000,0 days 01:27:40.100000,211.0,216.0,310.0,310.0,HARD,18.0,True,0 days 01:25:54.447000,Red Bull,VER,1,True,2021-06-06 12:55:54.456,105.653,5154.447,5179.86934783
132,0 days 01:29:52.277000,33,0 days 00:02:12.177000,31,2,,,0 days 00:00:37.644000,0 days 00:00:52.786000,0 days 00:00:41.747000,0 days 01:28:17.744000,0 days 01:29:10.530000,0 days 01:29:52.277000,183.0,175.0,255.0,169.0,HARD,19.0,True,0 days 01:27:40.100000,Red Bull,VER,24,False,2021-06-06 12:57:40.109,132.17700000000002,5260.1,5285.52234783
137,0 days 01:43:50.342000,33,0 days 00:01:47.649000,36,2,,,0 days 00:00:38.644000,0 days 00:00:42.954000,0 days 00:00:26.051000,0 days 01:42:41.337000,0 days 01:43:24.291000,0 days 01:43:50.342000,209.0,213.0,308.0,307.0,HARD,24.0,True,0 days 01:42:02.693000,Red Bull,VER,1,False,2021-06-06 13:12:02.702,107.649,6122.693,6148.11534783
138,0 days 01:45:36.094000,33,0 days 00:01:45.752000,37,2,,,0 days 00:00:37.517000,0 days 00:00:42.480000,0 days 00:00:25.755000,0 days 01:44:27.859000,0 days 01:45:10.339000,0 days 01:45:36.094000,216.0,217.0,304.0,309.0,HARD,25.0,True,0 days 01:43:50.342000,Red Bull,VER,1,True,2021-06-06 13:13:50.351,105.75200000000001,6230.342000000001,6255.764347830001
139,0 days 01:47:21.420000,33,0 days 00:01:45.326000,38,2,,,0 days 00:00:37.219000,0 days 00:00:42.301000,0 days 00:00:25.806000,0 days 01:46:13.313000,0 days 01:46:55.614000,0 days 01:47:21.420000,215.0,215.0,305.0,309.0,HARD,26.0,True,0 days 01:45:36.094000,Red Bull,VER,1,True,2021-06-06 13:15:36.103,105.32600000000001,6336.094,6361.51634783
140,0 days 01:49:06.545000,33,0 days 00:01:45.125000,39,2,,,0 days 00:00:37.167000,0 days 00:00:42.227000,0 days 00:00:25.731000,0 days 01:47:58.587000,0 days 01:48:40.814000,0 days 01:49:06.545000,216.0,219.0,306.0,310.0,HARD,27.0,True,0 days 01:47:21.420000,Red Bull,VER,1,True,2021-06-06 13:17:21.429,105.125,6441.42,6466.84234783
141,0 days 01:50:51.350000,33,0 days 00:01:44.805000,40,2,,,0 days 00:00:37.017000,0 days 00:00:42.117000,0 days 00:00:25.671000,0 days 01:49:43.562000,0 days 01:50:25.679000,0 days 01:50:51.350000,212.0,221.0,306.0,310.0,HARD,28.0,True,0 days 01:49:06.545000,Red Bull,VER,1,True,2021-06-06 13:19:06.554,104.805,6546.545,6571.96734783
142,0 days 01:52:36.211000,33,0 days 00:01:44.861000,41,2,,,0 days 00:00:37.117000,0 days 00:00:42.059000,0 days 00:00:25.685000,0 days 01:51:28.467000,0 days 01:52:10.526000,0 days 01:52:36.211000,220.0,224.0,307.0,310.0,HARD,29.0,True,0 days 01:50:51.350000,Red Bull,VER,1,True,2021-06-06 13:20:51.359,104.861,6651.35,6676.77234783
143,0 days 01:54:21.397000,33,0 days 00:01:45.186000,42,2,,,0 days 00:00:37.257000,0 days 00:00:42.164000,0 days 00:00:25.765000,0 days 01:53:13.468000,0 days 01:53:55.632000,0 days 01:54:21.397000,214.0,225.0,310.0,309.0,HARD,30.0,True,0 days 01:52:36.211000,Red Bull,VER,1,True,2021-06-06 13:22:36.220,105.186,6756.211,6781.63334783
144,0 days 01:56:06.326000,33,0 days 00:01:44.929000,43,2,,,0 days 00:00:37.167000,0 days 00:00:42.054000,0 days 00:00:25.708000,0 days 01:54:58.564000,0 days 01:55:40.618000,0 days 01:56:06.326000,213.0,219.0,311.0,309.0,HARD,31.0,True,0 days 01:54:21.397000,Red Bull,VER,1,True,2021-06-06 13:24:21.406,104.929,6861.397000000001,6886.819347830001
145,0 days 01:57:50.807000,33,0 days 00:01:44.481000,44,2,,,0 days 00:00:36.911000,0 days 00:00:41.996000,0 days 00:00:25.574000,0 days 01:56:43.237000,0 days 01:57:25.233000,0 days 01:57:50.807000,220.0,215.0,309.0,312.0,HARD,32.0,True,0 days 01:56:06.326000,Red Bull,VER,1,True,2021-06-06 13:26:06.335,104.48100000000001,6966.326,6991.74834783
146,0 days 01:59:35.295000,33,0 days 00:01:44.488000,45,2,,,0 days 00:00:37.097000,0 days 00:00:41.941000,0 days 00:00:25.450000,0 days 01:58:27.904000,0 days 01:59:09.845000,0 days 01:59:35.295000,214.0,219.0,311.0,316.0,HARD,33.0,True,0 days 01:57:50.807000,Red Bull,VER,1,True,2021-06-06 13:27:50.816,104.488,7070.807000000001,7096.229347830001
148,0 days 00:37:43.967000,10,0 days 00:01:49.031000,2,1,,,0 days 00:00:39.182000,0 days 00:00:44.378000,0 days 00:00:25.471000,0 days 00:36:34.118000,0 days 00:37:18.496000,0 days 00:37:43.967000,183.0,204.0,318.0,321.0,SOFT,7.0,False,0 days 00:35:54.936000,AlphaTauri,GAS,1,True,2021-06-06 12:05:54.945,109.031,2154.936,2180.35834783
149,0 days 00:39:33.174000,10,0 days 00:01:49.207000,3,1,,,0 days 00:00:39.481000,0 days 00:00:44.091000,0 days 00:00:25.635000,0 days 00:38:23.448000,0 days 00:39:07.539000,0 days 00:39:33.174000,185.0,203.0,317.0,315.0,SOFT,8.0,False,0 days 00:37:43.967000,AlphaTauri,GAS,1,True,2021-06-06 12:07:43.976,109.20700000000001,2263.967,2289.38934783
150,0 days 00:41:21.112000,10,0 days 00:01:47.938000,4,1,,,0 days 00:00:38.632000,0 days 00:00:43.688000,0 days 00:00:25.618000,0 days 00:40:11.806000,0 days 00:40:55.494000,0 days 00:41:21.112000,195.0,209.0,316.0,317.0,SOFT,9.0,False,0 days 00:39:33.174000,AlphaTauri,GAS,2,True,2021-06-06 12:09:33.183,107.938,2373.174,2398.59634783
151,0 days 00:43:08.755000,10,0 days 00:01:47.643000,5,1,,,0 days 00:00:38.517000,0 days 00:00:43.397000,0 days 00:00:25.729000,0 days 00:41:59.629000,0 days 00:42:43.026000,0 days 00:43:08.755000,204.0,216.0,311.0,315.0,SOFT,10.0,False,0 days 00:41:21.112000,AlphaTauri,GAS,1,True,2021-06-06 12:11:21.121,107.643,2481.112,2506.53434783
