,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
74,0 days 00:56:01.095000,44,0 days 00:01:47.306000,24.0,2.0,,,0 days 00:00:38.106000,0 days 00:00:43.128000,0 days 00:00:26.072000,0 days 00:54:51.895000,0 days 00:55:35.023000,0 days 00:56:01.095000,,208.0,305.0,309.0,SOFT,2.0,True,0 days 00:54:13.789000,Mercedes,HAM,1,True,2018-04-29 13:00:13.866
75,0 days 00:57:47.677000,44,0 days 00:01:46.582000,25.0,2.0,,,0 days 00:00:37.710000,0 days 00:00:42.831000,0 days 00:00:26.041000,0 days 00:56:38.805000,0 days 00:57:21.636000,0 days 00:57:47.677000,199.0,205.0,313.0,309.0,SOFT,3.0,True,0 days 00:56:01.095000,Mercedes,HAM,1,True,2018-04-29 13:02:01.172
76,0 days 00:59:34.184000,44,0 days 00:01:46.507000,26.0,2.0,,,0 days 00:00:37.640000,0 days 00:00:43.261000,0 days 00:00:25.606000,0 days 00:58:25.317000,0 days 00:59:08.578000,0 days 00:59:34.184000,201.0,202.0,315.0,314.0,SOFT,4.0,True,0 days 00:57:47.677000,Mercedes,HAM,1,True,2018-04-29 13:03:47.754
77,0 days 01:01:20.513000,44,0 days 00:01:46.329000,27.0,2.0,,,0 days 00:00:37.672000,0 days 00:00:42.802000,0 days 00:00:25.855000,0 days 01:00:11.856000,0 days 01:00:54.658000,0 days 01:01:20.513000,199.0,212.0,310.0,309.0,SOFT,5.0,True,0 days 00:59:34.184000,Mercedes,HAM,1,True,2018-04-29 13:05:34.261
78,0 days 01:03:06.894000,44,0 days 00:01:46.381000,28.0,2.0,,,0 days 00:00:37.663000,0 days 00:00:42.859000,0 days 00:00:25.859000,0 days 01:01:58.176000,0 days 01:02:41.035000,0 days 01:03:06.894000,204.0,213.0,314.0,310.0,SOFT,6.0,True,0 days 01:01:20.513000,Mercedes,HAM,1,True,2018-04-29 13:07:20.590
79,0 days 01:04:53.009000,44,0 days 00:01:46.115000,29.0,2.0,,,0 days 00:00:37.495000,0 days 00:00:42.889000,0 days 00:00:25.731000,0 days 01:03:44.389000,0 days 01:04:27.278000,0 days 01:04:53.009000,210.0,213.0,312.0,310.0,SOFT,7.0,True,0 days 01:03:06.894000,Mercedes,HAM,1,True,2018-04-29 13:09:06.971
80,0 days 01:06:38.931000,44,0 days 00:01:45.922000,30.0,2.0,,,0 days 00:00:37.385000,0 days 00:00:42.931000,0 days 00:00:25.606000,0 days 01:05:30.394000,0 days 01:06:13.325000,0 days 01:06:38.931000,199.0,211.0,317.0,314.0,SOFT,8.0,True,0 days 01:04:53.009000,Mercedes,HAM,1,True,2018-04-29 13:10:53.086
81,0 days 01:08:25.881000,44,0 days 00:01:46.950000,31.0,2.0,,,0 days 00:00:37.458000,0 days 00:00:43.189000,0 days 00:00:26.303000,0 days 01:07:16.389000,0 days 01:07:59.578000,0 days 01:08:25.881000,,215.0,312.0,313.0,SOFT,9.0,True,0 days 01:06:38.931000,Mercedes,HAM,1,True,2018-04-29 13:12:39.008
82,0 days 01:10:11.853000,44,0 days 00:01:45.972000,32.0,2.0,,,0 days 00:00:37.017000,0 days 00:00:43.324000,0 days 00:00:25.631000,0 days 01:09:02.898000,0 days 01:09:46.222000,0 days 01:10:11.853000,216.0,218.0,315.0,312.0,SOFT,10.0,True,0 days 01:08:25.881000,Mercedes,HAM,1,True,2018-04-29 13:14:25.958
83,0 days 01:11:58.201000,44,0 days 00:01:46.348000,33.0,2.0,,,0 days 00:00:37.376000,0 days 00:00:43.153000,0 days 00:00:25.819000,0 days 01:10:49.229000,0 days 01:11:32.382000,0 days 01:11:58.201000,193.0,206.0,315.0,311.0,SOFT,11.0,True,0 days 01:10:11.853000,Mercedes,HAM,1,True,2018-04-29 13:16:11.930
84,0 days 01:13:43.846000,44,0 days 00:01:45.645000,34.0,2.0,,,0 days 00:00:37.100000,0 days 00:00:42.645000,0 days 00:00:25.900000,0 days 01:12:35.301000,0 days 01:13:17.946000,0 days 01:13:43.846000,204.0,212.0,311.0,311.0,SOFT,12.0,True,0 days 01:11:58.201000,Mercedes,HAM,1,True,2018-04-29 13:17:58.278
85,0 days 01:15:29.258000,44,0 days 00:01:45.412000,35.0,2.0,,,0 days 00:00:37.186000,0 days 00:00:42.663000,0 days 00:00:25.563000,0 days 01:14:21.032000,0 days 01:15:03.695000,0 days 01:15:29.258000,202.0,210.0,319.0,314.0,SOFT,13.0,True,0 days 01:13:43.846000,Mercedes,HAM,1,True,2018-04-29 13:19:43.923
86,0 days 01:17:16.259000,44,0 days 00:01:47.001000,36.0,2.0,,,0 days 00:00:37.790000,0 days 00:00:43.387000,0 days 00:00:25.824000,0 days 01:16:07.048000,0 days 01:16:50.435000,0 days 01:17:16.259000,198.0,212.0,305.0,312.0,SOFT,14.0,True,0 days 01:15:29.258000,Mercedes,HAM,1,True,2018-04-29 13:21:29.335
87,0 days 01:19:02.202000,44,0 days 00:01:45.943000,37.0,2.0,,,0 days 00:00:37.441000,0 days 00:00:42.644000,0 days 00:00:25.858000,0 days 01:17:53.700000,0 days 01:18:36.344000,0 days 01:19:02.202000,199.0,215.0,313.0,312.0,SOFT,15.0,True,0 days 01:17:16.259000,Mercedes,HAM,1,True,2018-04-29 13:23:16.336
88,0 days 01:20:47.752000,44,0 days 00:01:45.550000,38.0,2.0,,,0 days 00:00:37.234000,0 days 00:00:42.489000,0 days 00:00:25.827000,0 days 01:19:39.436000,0 days 01:20:21.925000,0 days 01:20:47.752000,198.0,216.0,313.0,311.0,SOFT,16.0,True,0 days 01:19:02.202000,Mercedes,HAM,1,True,2018-04-29 13:25:02.279
89,0 days 01:22:33.330000,44,0 days 00:01:45.578000,39.0,2.0,,,0 days 00:00:37.284000,0 days 00:00:42.396000,0 days 00:00:25.898000,0 days 01:21:25.036000,0 days 01:22:07.432000,0 days 01:22:33.330000,204.0,206.0,310.0,313.0,SOFT,17.0,True,0 days 01:20:47.752000,Mercedes,HAM,1,True,2018-04-29 13:26:47.829
90,0 days 01:24:39.077000,44,0 days 00:02:05.747000,40.0,2.0,,0 days 01:24:37.761000,0 days 00:00:37.255000,0 days 00:00:43.498000,0 days 00:00:44.994000,0 days 01:23:10.585000,0 days 01:23:54.083000,0 days 01:24:39.077000,203.0,163.0,,239.0,SOFT,18.0,True,0 days 01:22:33.330000,Mercedes,HAM,24,False,2018-04-29 13:28:33.407
91,0 days 01:27:30.360000,44,,41.0,3.0,0 days 01:24:59.030000,,0 days 00:01:05.929000,0 days 00:00:56.520000,0 days 00:00:48.805000,0 days 01:25:45.128000,0 days 01:26:41.555000,0 days 01:27:30.403000,139.0,142.0,116.0,164.0,ULTRASOFT,1.0,True,0 days 01:24:39.077000,Mercedes,HAM,4,False,2018-04-29 13:30:39.154
92,0 days 01:30:20.027000,44,,42.0,3.0,,,0 days 00:00:55.354000,0 days 00:01:05.552000,0 days 00:00:48.679000,0 days 01:28:25.796000,0 days 01:29:31.391000,0 days 01:30:20.061000,125.0,99.0,141.0,193.0,ULTRASOFT,2.0,True,0 days 01:27:30.360000,Mercedes,HAM,4,False,2018-04-29 13:33:30.437
93,0 days 01:33:16.938000,44,,43.0,3.0,,,0 days 00:01:03.861000,0 days 00:01:10.303000,0 days 00:00:42.779000,0 days 01:31:23.856000,0 days 01:32:34.275000,0 days 01:33:17.222000,123.0,76.0,238.0,201.0,ULTRASOFT,3.0,True,0 days 01:30:20.027000,Mercedes,HAM,4,False,2018-04-29 13:36:20.104
94,0 days 01:36:05.265000,44,,44.0,3.0,,,0 days 00:00:56.489000,0 days 00:01:14.224000,0 days 00:00:37.670000,0 days 01:34:13.432000,0 days 01:35:27.595000,0 days 01:36:05.503000,130.0,152.0,258.0,210.0,ULTRASOFT,4.0,True,0 days 01:33:16.938000,Mercedes,HAM,4,False,2018-04-29 13:39:17.015
95,0 days 01:38:51.527000,44,,45.0,3.0,,,0 days 00:00:53.321000,0 days 00:01:13.844000,0 days 00:00:39.090000,0 days 01:36:58.633000,0 days 01:38:12.437000,0 days 01:38:51.659000,108.0,147.0,221.0,238.0,ULTRASOFT,5.0,True,0 days 01:36:05.265000,Mercedes,HAM,4,False,2018-04-29 13:42:05.342
96,0 days 01:41:32.873000,44,,46.0,3.0,,,0 days 00:00:51.873000,0 days 00:01:12.567000,0 days 00:00:36.924000,0 days 01:39:43.603000,0 days 01:40:55.949000,0 days 01:41:33.032000,110.0,148.0,249.0,233.0,ULTRASOFT,6.0,True,0 days 01:38:51.527000,Mercedes,HAM,4,False,2018-04-29 13:44:51.604
97,0 days 01:44:18.383000,44,,47.0,3.0,,,0 days 00:00:57.816000,0 days 00:01:10.640000,0 days 00:00:37.053000,0 days 01:42:30.815000,0 days 01:43:41.423000,0 days 01:44:18.739000,109.0,75.0,319.0,318.0,ULTRASOFT,7.0,True,0 days 01:41:32.873000,Mercedes,HAM,4,False,2018-04-29 13:47:32.950
98,0 days 01:46:06.178000,44,0 days 00:01:47.795000,48.0,3.0,,,0 days 00:00:39.056000,0 days 00:00:42.971000,0 days 00:00:25.768000,0 days 01:44:57.439000,0 days 01:45:40.410000,0 days 01:46:06.178000,183.0,194.0,311.0,313.0,ULTRASOFT,8.0,True,0 days 01:44:18.383000,Mercedes,HAM,1,False,2018-04-29 13:50:18.460
99,0 days 01:47:53.913000,44,0 days 00:01:47.735000,49.0,3.0,,,0 days 00:00:39.304000,0 days 00:00:42.497000,0 days 00:00:25.934000,0 days 01:46:45.482000,0 days 01:47:27.979000,0 days 01:47:53.913000,209.0,205.0,311.0,308.0,ULTRASOFT,9.0,True,0 days 01:46:06.178000,Mercedes,HAM,2,True,2018-04-29 13:52:06.255
100,0 days 01:49:39.930000,44,0 days 00:01:46.017000,50.0,3.0,,,0 days 00:00:37.418000,0 days 00:00:42.669000,0 days 00:00:25.930000,0 days 01:48:31.331000,0 days 01:49:14,0 days 01:49:39.930000,201.0,209.0,307.0,309.0,ULTRASOFT,10.0,True,0 days 01:47:53.913000,Mercedes,HAM,2,True,2018-04-29 13:53:53.990
101,0 days 01:51:26.772000,44,0 days 00:01:46.842000,51.0,3.0,,,0 days 00:00:37.412000,0 days 00:00:43.109000,0 days 00:00:26.321000,0 days 01:50:17.342000,0 days 01:51:00.451000,0 days 01:51:26.772000,199.0,199.0,252.0,307.0,ULTRASOFT,11.0,True,0 days 01:49:39.930000,Mercedes,HAM,1,True,2018-04-29 13:55:40.007
102,0 days 00:10:13.885000,77,,1.0,1.0,0 days 00:00:04.180000,,,0 days 00:01:05.225000,0 days 00:00:42.343000,,0 days 00:09:31.557000,0 days 00:10:13.885000,180.0,135.0,170.0,200.0,,,,0 days 00:07:42.253000,Mercedes,BOT,24,False,2018-04-29 12:13:42.330
103,0 days 00:13:22.323000,77,,2.0,1.0,,,0 days 00:01:15.088000,0 days 00:01:02.444000,0 days 00:00:50.894000,0 days 00:11:29.036000,0 days 00:12:31.429000,0 days 00:13:22.792000,131.0,131.0,195.0,131.0,SUPERSOFT,7.0,False,0 days 00:10:13.885000,Mercedes,BOT,4,False,2018-04-29 12:16:13.962
104,0 days 00:15:56.298000,77,,3.0,1.0,,,0 days 00:00:55.449000,0 days 00:01:03.539000,0 days 00:00:34.951000,0 days 00:14:17.810000,0 days 00:15:21.347000,0 days 00:15:56.343000,121.0,127.0,274.0,221.0,SUPERSOFT,8.0,False,0 days 00:13:22.323000,Mercedes,BOT,4,False,2018-04-29 12:19:22.400
105,0 days 00:18:30.207000,77,,4.0,1.0,,,0 days 00:00:55.509000,0 days 00:01:01.651000,0 days 00:00:36.783000,0 days 00:16:51.824000,0 days 00:17:53.424000,0 days 00:18:30.319000,138.0,120.0,251.0,218.0,SUPERSOFT,9.0,False,0 days 00:15:56.298000,Mercedes,BOT,4,False,2018-04-29 12:21:56.375
106,0 days 00:21:31.152000,77,,5.0,1.0,,,0 days 00:00:53.514000,0 days 00:01:05.347000,0 days 00:01:02.153000,0 days 00:19:23.774000,0 days 00:20:29.042000,0 days 00:21:31.357000,102.0,92.0,292.0,84.0,SUPERSOFT,10.0,False,0 days 00:18:30.207000,Mercedes,BOT,4,False,2018-04-29 12:24:30.284
107,0 days 00:23:25.707000,77,0 days 00:01:54.555000,6.0,1.0,,,0 days 00:00:42.178000,0 days 00:00:45.904000,0 days 00:00:26.473000,0 days 00:22:13.330000,0 days 00:22:59.234000,0 days 00:23:25.707000,186.0,189.0,313.0,308.0,SUPERSOFT,11.0,False,0 days 00:21:31.152000,Mercedes,BOT,1,False,2018-04-29 12:27:31.229
108,0 days 00:25:16.846000,77,0 days 00:01:51.139000,7.0,1.0,,,0 days 00:00:40.094000,0 days 00:00:44.857000,0 days 00:00:26.188000,0 days 00:24:05.801000,0 days 00:24:50.658000,0 days 00:25:16.846000,190.0,208.0,312.0,309.0,SUPERSOFT,12.0,False,0 days 00:23:25.707000,Mercedes,BOT,1,True,2018-04-29 12:29:25.784
109,0 days 00:27:05.651000,77,0 days 00:01:48.805000,8.0,1.0,,,0 days 00:00:38.683000,0 days 00:00:44.079000,0 days 00:00:26.043000,0 days 00:25:55.529000,0 days 00:26:39.608000,0 days 00:27:05.651000,207.0,198.0,309.0,313.0,SUPERSOFT,13.0,False,0 days 00:25:16.846000,Mercedes,BOT,1,True,2018-04-29 12:31:16.923
110,0 days 00:28:53.843000,77,0 days 00:01:48.192000,9.0,1.0,,,0 days 00:00:38.381000,0 days 00:00:43.521000,0 days 00:00:26.290000,0 days 00:27:44.032000,0 days 00:28:27.553000,0 days 00:28:53.843000,200.0,206.0,310.0,310.0,SUPERSOFT,14.0,False,0 days 00:27:05.651000,Mercedes,BOT,1,True,2018-04-29 12:33:05.728
111,0 days 00:30:41.689000,77,0 days 00:01:47.846000,10.0,1.0,,,0 days 00:00:38.021000,0 days 00:00:43.701000,0 days 00:00:26.124000,0 days 00:29:31.864000,0 days 00:30:15.565000,0 days 00:30:41.689000,199.0,203.0,312.0,309.0,SUPERSOFT,15.0,False,0 days 00:28:53.843000,Mercedes,BOT,2,True,2018-04-29 12:34:53.920
112,0 days 00:32:29.430000,77,0 days 00:01:47.741000,11.0,1.0,,,0 days 00:00:37.960000,0 days 00:00:43.584000,0 days 00:00:26.197000,0 days 00:31:19.649000,0 days 00:32:03.233000,0 days 00:32:29.430000,197.0,209.0,303.0,308.0,SUPERSOFT,16.0,False,0 days 00:30:41.689000,Mercedes,BOT,2,True,2018-04-29 12:36:41.766
113,0 days 00:34:17.508000,77,0 days 00:01:48.078000,12.0,1.0,,,0 days 00:00:38.111000,0 days 00:00:43.720000,0 days 00:00:26.247000,0 days 00:33:07.541000,0 days 00:33:51.261000,0 days 00:34:17.508000,199.0,214.0,313.0,308.0,SUPERSOFT,17.0,False,0 days 00:32:29.430000,Mercedes,BOT,1,True,2018-04-29 12:38:29.507
114,0 days 00:36:05.290000,77,0 days 00:01:47.782000,13.0,1.0,,,0 days 00:00:37.921000,0 days 00:00:43.573000,0 days 00:00:26.288000,0 days 00:34:55.429000,0 days 00:35:39.002000,0 days 00:36:05.290000,205.0,206.0,304.0,308.0,SUPERSOFT,18.0,False,0 days 00:34:17.508000,Mercedes,BOT,1,True,2018-04-29 12:40:17.585
115,0 days 00:37:53.019000,77,0 days 00:01:47.729000,14.0,1.0,,,0 days 00:00:38.051000,0 days 00:00:43.500000,0 days 00:00:26.178000,0 days 00:36:43.341000,0 days 00:37:26.841000,0 days 00:37:53.019000,,211.0,314.0,308.0,SUPERSOFT,19.0,False,0 days 00:36:05.290000,Mercedes,BOT,1,True,2018-04-29 12:42:05.367
116,0 days 00:39:40.054000,77,0 days 00:01:47.035000,15.0,1.0,,,0 days 00:00:37.894000,0 days 00:00:43.202000,0 days 00:00:25.939000,0 days 00:38:30.913000,0 days 00:39:14.115000,0 days 00:39:40.054000,210.0,212.0,305.0,310.0,SUPERSOFT,20.0,False,0 days 00:37:53.019000,Mercedes,BOT,2,True,2018-04-29 12:43:53.096
117,0 days 00:41:27.148000,77,0 days 00:01:47.094000,16.0,1.0,,,0 days 00:00:37.911000,0 days 00:00:42.997000,0 days 00:00:26.186000,0 days 00:40:17.965000,0 days 00:41:00.962000,0 days 00:41:27.148000,207.0,207.0,313.0,311.0,SUPERSOFT,21.0,False,0 days 00:39:40.054000,Mercedes,BOT,1,True,2018-04-29 12:45:40.131
118,0 days 00:43:14.440000,77,0 days 00:01:47.292000,17.0,1.0,,,0 days 00:00:37.961000,0 days 00:00:43.106000,0 days 00:00:26.225000,0 days 00:42:05.109000,0 days 00:42:48.215000,0 days 00:43:14.440000,,209.0,308.0,309.0,SUPERSOFT,22.0,False,0 days 00:41:27.148000,Mercedes,BOT,1,True,2018-04-29 12:47:27.225
119,0 days 00:45:01.463000,77,0 days 00:01:47.023000,18.0,1.0,,,0 days 00:00:37.896000,0 days 00:00:43.072000,0 days 00:00:26.055000,0 days 00:43:52.336000,0 days 00:44:35.408000,0 days 00:45:01.463000,206.0,205.0,308.0,311.0,SUPERSOFT,23.0,False,0 days 00:43:14.440000,Mercedes,BOT,2,True,2018-04-29 12:49:14.517
120,0 days 00:46:48.195000,77,0 days 00:01:46.732000,19.0,1.0,,,0 days 00:00:37.750000,0 days 00:00:43.032000,0 days 00:00:25.950000,0 days 00:45:39.213000,0 days 00:46:22.245000,0 days 00:46:48.195000,205.0,212.0,314.0,309.0,SUPERSOFT,24.0,False,0 days 00:45:01.463000,Mercedes,BOT,1,True,2018-04-29 12:51:01.540
121,0 days 00:48:35.272000,77,0 days 00:01:47.077000,20.0,1.0,,,0 days 00:00:37.703000,0 days 00:00:43.515000,0 days 00:00:25.859000,0 days 00:47:25.898000,0 days 00:48:09.413000,0 days 00:48:35.272000,207.0,205.0,308.0,312.0,SUPERSOFT,25.0,False,0 days 00:46:48.195000,Mercedes,BOT,1,True,2018-04-29 12:52:48.272
122,0 days 00:50:22.335000,77,0 days 00:01:47.063000,21.0,1.0,,,0 days 00:00:37.959000,0 days 00:00:43.185000,0 days 00:00:25.919000,0 days 00:49:13.231000,0 days 00:49:56.416000,0 days 00:50:22.335000,199.0,212.0,313.0,310.0,SUPERSOFT,26.0,False,0 days 00:48:35.272000,Mercedes,BOT,2,True,2018-04-29 12:54:35.349
123,0 days 00:52:09.354000,77,0 days 00:01:47.019000,22.0,1.0,,,0 days 00:00:37.837000,0 days 00:00:43.282000,0 days 00:00:25.900000,0 days 00:51:00.172000,0 days 00:51:43.454000,0 days 00:52:09.354000,208.0,210.0,307.0,312.0,SUPERSOFT,27.0,False,0 days 00:50:22.335000,Mercedes,BOT,1,True,2018-04-29 12:56:22.412
124,0 days 00:53:55.959000,77,0 days 00:01:46.605000,23.0,1.0,,,0 days 00:00:37.715000,0 days 00:00:42.944000,0 days 00:00:25.946000,0 days 00:52:47.069000,0 days 00:53:30.013000,0 days 00:53:55.959000,211.0,218.0,307.0,309.0,SUPERSOFT,28.0,False,0 days 00:52:09.354000,Mercedes,BOT,1,True,2018-04-29 12:58:09.431
125,0 days 00:55:42.455000,77,0 days 00:01:46.496000,24.0,1.0,,,0 days 00:00:37.680000,0 days 00:00:42.900000,0 days 00:00:25.916000,0 days 00:54:33.639000,0 days 00:55:16.539000,0 days 00:55:42.455000,214.0,211.0,313.0,309.0,SUPERSOFT,29.0,False,0 days 00:53:55.959000,Mercedes,BOT,1,True,2018-04-29 12:59:56.036
126,0 days 00:57:28.947000,77,0 days 00:01:46.492000,25.0,1.0,,,0 days 00:00:37.671000,0 days 00:00:42.803000,0 days 00:00:26.018000,0 days 00:56:20.126000,0 days 00:57:02.929000,0 days 00:57:28.947000,211.0,210.0,307.0,311.0,SUPERSOFT,30.0,False,0 days 00:55:42.455000,Mercedes,BOT,1,True,2018-04-29 13:01:42.532
127,0 days 00:59:15.131000,77,0 days 00:01:46.184000,26.0,1.0,,,0 days 00:00:37.486000,0 days 00:00:42.945000,0 days 00:00:25.753000,0 days 00:58:06.433000,0 days 00:58:49.378000,0 days 00:59:15.131000,208.0,210.0,318.0,313.0,SUPERSOFT,31.0,False,0 days 00:57:28.947000,Mercedes,BOT,1,True,2018-04-29 13:03:29.024
128,0 days 01:01:02.068000,77,0 days 00:01:46.937000,27.0,1.0,,,0 days 00:00:37.607000,0 days 00:00:43.304000,0 days 00:00:26.026000,0 days 00:59:52.738000,0 days 01:00:36.042000,0 days 01:01:02.068000,206.0,205.0,307.0,310.0,SUPERSOFT,32.0,False,0 days 00:59:15.131000,Mercedes,BOT,1,True,2018-04-29 13:05:15.208
129,0 days 01:02:48.359000,77,0 days 00:01:46.291000,28.0,1.0,,,0 days 00:00:37.683000,0 days 00:00:42.750000,0 days 00:00:25.858000,0 days 01:01:39.751000,0 days 01:02:22.501000,0 days 01:02:48.359000,211.0,208.0,315.0,312.0,SUPERSOFT,33.0,False,0 days 01:01:02.068000,Mercedes,BOT,1,True,2018-04-29 13:07:02.145
130,0 days 01:04:34.186000,77,0 days 00:01:45.827000,29.0,1.0,,,0 days 00:00:37.347000,0 days 00:00:42.887000,0 days 00:00:25.593000,0 days 01:03:25.706000,0 days 01:04:08.593000,0 days 01:04:34.186000,207.0,210.0,316.0,313.0,SUPERSOFT,34.0,False,0 days 01:02:48.359000,Mercedes,BOT,1,True,2018-04-29 13:08:48.436
131,0 days 01:06:20.131000,77,0 days 00:01:45.945000,30.0,1.0,,,0 days 00:00:37.457000,0 days 00:00:42.767000,0 days 00:00:25.721000,0 days 01:05:11.643000,0 days 01:05:54.410000,0 days 01:06:20.131000,210.0,214.0,315.0,312.0,SUPERSOFT,35.0,False,0 days 01:04:34.186000,Mercedes,BOT,1,True,2018-04-29 13:10:34.263
132,0 days 01:08:06.143000,77,0 days 00:01:46.012000,31.0,1.0,,,0 days 00:00:37.392000,0 days 00:00:42.704000,0 days 00:00:25.916000,0 days 01:06:57.523000,0 days 01:07:40.227000,0 days 01:08:06.143000,,214.0,312.0,310.0,SUPERSOFT,36.0,False,0 days 01:06:20.131000,Mercedes,BOT,1,True,2018-04-29 13:12:20.208
133,0 days 01:09:52.050000,77,0 days 00:01:45.907000,32.0,1.0,,,0 days 00:00:37.571000,0 days 00:00:42.601000,0 days 00:00:25.735000,0 days 01:08:43.714000,0 days 01:09:26.315000,0 days 01:09:52.050000,212.0,222.0,315.0,312.0,SUPERSOFT,37.0,False,0 days 01:08:06.143000,Mercedes,BOT,1,True,2018-04-29 13:14:06.220
134,0 days 01:11:37.645000,77,0 days 00:01:45.595000,33.0,1.0,,,0 days 00:00:37.444000,0 days 00:00:42.443000,0 days 00:00:25.708000,0 days 01:10:29.494000,0 days 01:11:11.937000,0 days 01:11:37.645000,211.0,216.0,316.0,312.0,SUPERSOFT,38.0,False,0 days 01:09:52.050000,Mercedes,BOT,1,True,2018-04-29 13:15:52.127
135,0 days 01:13:25.086000,77,0 days 00:01:47.441000,34.0,1.0,,,0 days 00:00:37.582000,0 days 00:00:43.928000,0 days 00:00:25.931000,0 days 01:12:15.227000,0 days 01:12:59.155000,0 days 01:13:25.086000,203.0,209.0,309.0,309.0,SUPERSOFT,39.0,False,0 days 01:11:37.645000,Mercedes,BOT,1,True,2018-04-29 13:17:37.722
136,0 days 01:15:11.206000,77,0 days 00:01:46.120000,35.0,1.0,,,0 days 00:00:37.549000,0 days 00:00:42.576000,0 days 00:00:25.995000,0 days 01:14:02.635000,0 days 01:14:45.211000,0 days 01:15:11.206000,218.0,216.0,309.0,309.0,SUPERSOFT,40.0,False,0 days 01:13:25.086000,Mercedes,BOT,1,True,2018-04-29 13:19:25.163
137,0 days 01:16:57.037000,77,0 days 00:01:45.831000,36.0,1.0,,,0 days 00:00:37.333000,0 days 00:00:42.600000,0 days 00:00:25.898000,0 days 01:15:48.539000,0 days 01:16:31.139000,0 days 01:16:57.037000,211.0,211.0,314.0,311.0,SUPERSOFT,41.0,False,0 days 01:15:11.206000,Mercedes,BOT,1,True,2018-04-29 13:21:11.283
138,0 days 01:18:42.186000,77,0 days 00:01:45.149000,37.0,1.0,,,0 days 00:00:36.995000,0 days 00:00:42.391000,0 days 00:00:25.763000,0 days 01:17:34.032000,0 days 01:18:16.423000,0 days 01:18:42.186000,215.0,217.0,306.0,310.0,SUPERSOFT,42.0,False,0 days 01:16:57.037000,Mercedes,BOT,1,True,2018-04-29 13:22:57.114
139,0 days 01:20:27.733000,77,0 days 00:01:45.547000,38.0,1.0,,,0 days 00:00:37.029000,0 days 00:00:42.574000,0 days 00:00:25.944000,0 days 01:19:19.215000,0 days 01:20:01.789000,0 days 01:20:27.733000,217.0,218.0,314.0,311.0,SUPERSOFT,43.0,False,0 days 01:18:42.186000,Mercedes,BOT,1,True,2018-04-29 13:24:42.263
140,0 days 01:22:13.187000,77,0 days 00:01:45.454000,39.0,1.0,,,0 days 00:00:37.139000,0 days 00:00:42.548000,0 days 00:00:25.767000,0 days 01:21:04.872000,0 days 01:21:47.420000,0 days 01:22:13.187000,215.0,205.0,312.0,312.0,SUPERSOFT,44.0,False,0 days 01:20:27.733000,Mercedes,BOT,1,True,2018-04-29 13:26:27.810
141,0 days 01:24:09.724000,77,0 days 00:01:56.537000,40.0,1.0,,0 days 01:24:08.429000,0 days 00:00:37.529000,0 days 00:00:43.370000,0 days 00:00:35.638000,0 days 01:22:50.716000,0 days 01:23:34.086000,0 days 01:24:09.724000,205.0,209.0,,311.0,SUPERSOFT,45.0,False,0 days 01:22:13.187000,Mercedes,BOT,24,False,2018-04-29 13:28:13.264
142,0 days 01:27:25.993000,77,,41.0,2.0,0 days 01:24:28.644000,,0 days 00:01:12.705000,0 days 00:01:10.574000,0 days 00:00:52.874000,0 days 01:25:22.610000,0 days 01:26:33.121000,0 days 01:27:25.993000,123.0,106.0,130.0,155.0,ULTRASOFT,4.0,False,0 days 01:24:09.724000,Mercedes,BOT,4,False,2018-04-29 13:30:09.801
143,0 days 01:30:17.165000,77,,42.0,2.0,,,0 days 00:00:56.451000,0 days 00:01:06.843000,0 days 00:00:47.896000,0 days 01:28:22.453000,0 days 01:29:29.269000,0 days 01:30:17.253000,134.0,94.0,146.0,189.0,ULTRASOFT,5.0,False,0 days 01:27:25.993000,Mercedes,BOT,4,False,2018-04-29 13:33:26.070
144,0 days 01:33:12.654000,77,,43.0,2.0,,,0 days 00:01:04.641000,0 days 00:01:09.532000,0 days 00:00:41.324000,0 days 01:31:21.826000,0 days 01:32:31.330000,0 days 01:33:12.744000,128.0,74.0,246.0,239.0,ULTRASOFT,6.0,False,0 days 01:30:17.165000,Mercedes,BOT,4,False,2018-04-29 13:36:17.242
145,0 days 01:36:00.656000,77,,44.0,2.0,,,0 days 00:00:58.048000,0 days 00:01:13.585000,0 days 00:00:36.452000,0 days 01:34:10.730000,0 days 01:35:24.204000,0 days 01:36:00.838000,134.0,147.0,268.0,261.0,ULTRASOFT,7.0,False,0 days 01:33:12.654000,Mercedes,BOT,4,False,2018-04-29 13:39:12.731
146,0 days 01:38:47.524000,77,,45.0,2.0,,,0 days 00:00:55.002000,0 days 00:01:13.580000,0 days 00:00:38.275000,0 days 01:36:55.774000,0 days 01:38:09.249000,0 days 01:38:47.918000,124.0,129.0,261.0,256.0,ULTRASOFT,8.0,False,0 days 01:36:00.656000,Mercedes,BOT,4,False,2018-04-29 13:42:00.733
