DriverNumber,Driver,LapNumber,TotalLaps,LapsRemain,LapTime,Seconds,FuelMultiplier,FB_y,FuelBurnConstant,Adj_FB,Adj_LapTime_FB,quali_delta,Stint,Compound_Label,Compound,TyreLife,TyreLife_perc,FreshTyre,LapStartTime,Team,TrackStatus,LapStartDate,ahead,gap_ahead,race,fq
10,GAS,57,72,15,01:14.8,74.818,0.615,0.62,0.041,73.583,74.203,4.105,2,C2,MEDIUM,33,45.83333333,TRUE,0 days 02:13:31.372000,AlphaTauri,1,14:31.4,13:50.9,40.455,dutch,69.478
63,RUS,47,66,19,01:23.9,83.949,0.779,0.62,0.041,82.55,83.17,4.105,3,C2,MEDIUM,19,28.78787879,TRUE,0 days 01:40:24.795000,Williams,1,10:24.8,10:20.8,4.039,spain,78.445
16,LEC,17,72,55,01:16.4,76.416,2.255,0.62,0.041,73.541,74.161,4.104,1,C3,SOFT,20,27.77777778,FALSE,0 days 01:22:40.514000,Ferrari,1,23:40.5,23:37.9,2.633,dutch,69.437
10,GAS,68,78,10,01:16.0,76.034,0.41,0.62,0.041,75.004,75.624,4.104,2,C3,HARD,38,48.71794872,TRUE,0 days 01:58:52.008000,AlphaTauri,1,28:52.8,28:48.2,4.524,monaco,70.9
44,HAM,50,56,6,01:34.4,94.354,0.246,0.62,0.041,93.488,94.108,4.103,3,C2,HARD,22,39.28571429,TRUE,0 days 01:58:09.584000,Mercedes,1,28:09.6,LEAD,LEAD!,bahrain,89.385
11,PER,15,72,57,01:17.6,77.59,2.337,0.62,0.041,74.633,75.253,4.103,4,C2,MEDIUM,7,9.722222222,TRUE,0 days 01:20:43.123000,Red Bull,1,21:43.1,21:42.3,0.802,dutch,70.53
44,HAM,8,56,48,01:36.1,96.075,1.968,0.62,0.041,93.487,94.107,4.102,1,C3,MEDIUM,11,19.64285714,FALSE,50:51.4,Mercedes,1,20:51.4,20:49.7,1.761,bahrain,89.385
7,RAI,56,56,0,01:36.0,95.96,0,0.62,0.041,95.34,95.96,4.102,3,C3,MEDIUM,,0,TRUE,0 days 02:09:06.962000,Alfa Romeo,1,39:07.0,39:03.0,3.97,bahrain,91.238
55,SAI,11,72,61,01:16.8,76.76,2.501,0.62,0.041,73.639,74.259,4.102,1,C3,SOFT,14,19.44444444,FALSE,0 days 01:15:06.594000,Ferrari,1,16:06.6,16:02.6,4.02,dutch,69.537
3,RIC,42,56,14,01:35.2,95.222,0.574,0.62,0.041,94.028,94.648,4.101,3,C2,HARD,10,17.85714286,TRUE,0 days 01:46:25.702000,McLaren,1,16:25.7,16:18.3,7.398,bahrain,89.927
63,RUS,18,72,54,01:17.3,77.267,2.214,0.62,0.041,74.433,75.053,4.101,1,C2,MEDIUM,18,25,TRUE,0 days 01:24:24.026000,Williams,1,25:24.0,25:21.7,2.307,dutch,70.332
14,ALO,39,72,33,01:16.0,76.03,1.353,0.62,0.041,74.057,74.677,4.101,2,C2,MEDIUM,6,8.333333333,TRUE,0 days 01:51:23.923000,Alpine F1 Team,1,52:23.9,52:21.2,2.773,dutch,69.956
10,GAS,2,78,76,01:18.7,78.737,3.116,0.62,0.041,75.001,75.621,4.101,1,C5,SOFT,8,10.25641026,FALSE,34:21.7,AlphaTauri,1,04:22.5,04:21.3,1.171,monaco,70.9
14,ALO,47,71,24,01:10.3,70.278,0.984,0.62,0.041,68.674,69.294,4.1,2,C2,HARD,20,28.16901408,TRUE,0 days 01:28:02.634000,Alpine F1 Team,1,58:02.7,58:01.0,1.64,austria,64.574
4,NOR,66,71,5,01:09.0,69.045,0.205,0.62,0.041,68.22,68.84,4.1,2,C2,HARD,35,49.29577465,TRUE,0 days 01:49:43.993000,McLaren,1,19:44.0,19:20.1,23.947,austria,64.12
3,RIC,67,71,4,01:21.6,81.647,0.164,0.62,0.041,80.863,81.483,4.1,3,C3,MEDIUM,31,43.66197183,FALSE,0 days 02:36:17.600000,McLaren,1,37:19.0,37:17.7,1.291,mexico,76.763
7,RAI,34,66,32,01:24.9,84.949,1.312,0.62,0.041,83.017,83.637,4.1,1,C2,MEDIUM,34,51.51515152,TRUE,0 days 01:21:56.477000,Alfa Romeo,1,51:56.5,51:49.3,7.166,spain,78.917
77,BOT,11,71,60,01:11.2,71.214,2.46,0.62,0.041,68.134,68.754,4.099,1,C3,MEDIUM,14,19.71830986,FALSE,45:01.6,Mercedes,1,15:01.7,15:01.0,0.659,austria,64.035
9,MAZ,23,71,48,01:12.9,72.879,1.968,0.62,0.041,70.291,70.911,4.099,2,C2,HARD,2,2.816901408,TRUE,0 days 01:00:15.646000,Haas F1 Team,1,30:15.7,29:52.7,23.003,austria,66.192
7,RAI,32,56,24,01:36.9,96.941,0.984,0.62,0.041,95.337,95.957,4.099,3,C3,MEDIUM,,0,TRUE,0 days 01:30:41.539000,Alfa Romeo,1,00:41.5,00:37.1,4.45,bahrain,91.238
10,GAS,54,78,24,01:16.6,76.603,0.984,0.62,0.041,74.999,75.619,4.099,2,C3,HARD,24,30.76923077,TRUE,0 days 01:41:09.345000,AlphaTauri,1,11:10.1,11:06.2,3.861,monaco,70.9
63,RUS,38,66,28,01:25.0,84.976,1.148,0.62,0.041,83.208,83.828,4.099,4,C1,HARD,10,15.15151515,TRUE,0 days 01:29:35.931000,Williams,1,59:35.9,59:11.5,24.408,portugal,79.109
10,GAS,28,66,38,01:24.3,84.259,1.558,0.62,0.041,82.081,82.701,4.099,2,C2,MEDIUM,10,15.15151515,TRUE,0 days 01:13:41.041000,AlphaTauri,1,43:41.0,43:39.7,1.394,spain,77.982
7,RAI,24,56,32,01:42.3,102.342,1.312,0.62,0.041,100.41,101.03,4.099,2,C3,MEDIUM,12,21.42857143,TRUE,0 days 01:42:50.569000,Alfa Romeo,1,43:52.3,43:48.3,4.035,us,96.311
6,LAT,28,56,28,01:37.8,97.802,1.148,0.62,0.041,96.034,96.654,4.098,2,C3,MEDIUM,14,25,TRUE,0 days 01:24:17.079000,Williams,1,54:17.1,54:06.7,10.396,bahrain,91.936
4,NOR,18,72,54,01:17.3,77.337,2.214,0.62,0.041,74.503,75.123,4.097,1,C2,MEDIUM,18,25,TRUE,0 days 01:24:25.934000,McLaren,1,25:25.9,25:24.7,1.256,dutch,70.406
44,HAM,17,66,49,01:23.5,83.467,2.009,0.62,0.041,80.838,81.458,4.097,1,C3,SOFT,21,31.81818182,FALSE,57:24.6,Mercedes,1,27:24.6,27:23.6,1.012,spain,76.741
55,SAI,20,71,51,01:11.5,71.518,2.091,0.62,0.041,68.807,69.427,4.096,1,C3,MEDIUM,20,28.16901408,TRUE,55:57.7,Ferrari,1,25:57.7,25:56.8,0.873,austria,64.711
5,VET,53,71,18,01:10.2,70.165,0.738,0.62,0.041,68.807,69.427,4.096,2,C2,HARD,,0,TRUE,0 days 01:35:07.406000,Aston Martin,1,05:07.5,05:05.4,2.089,austria,64.711
55,SAI,14,72,58,01:16.6,76.631,2.378,0.62,0.041,73.633,74.253,4.096,1,C3,SOFT,17,23.61111111,FALSE,0 days 01:18:56.601000,Ferrari,1,19:56.6,19:51.4,5.183,dutch,69.537
55,SAI,35,72,37,01:15.8,75.77,1.517,0.62,0.041,73.633,74.253,4.096,2,C1,HARD,4,5.555555556,TRUE,0 days 01:46:08.479000,Ferrari,1,47:08.5,46:49.1,19.375,dutch,69.537
3,RIC,27,71,44,01:23.3,83.283,1.804,0.62,0.041,80.859,81.479,4.096,2,C2,HARD,26,36.61971831,TRUE,0 days 01:41:12.287000,McLaren,1,42:13.7,41:59.1,14.593,mexico,76.763
18,STR,37,56,19,01:41.5,101.478,0.779,0.62,0.041,100.079,100.699,4.096,3,C2,HARD,3,5.357142857,TRUE,0 days 02:05:53.114000,Aston Martin,1,06:54.9,06:39.9,15.008,us,95.983
4,NOR,42,71,29,01:10.0,70.024,1.189,0.62,0.041,68.215,68.835,4.095,2,C2,HARD,11,15.49295775,TRUE,0 days 01:21:55.582000,McLaren,1,51:55.6,51:52.5,3.104,austria,64.12
47,MSC,15,72,57,01:18.4,78.439,2.337,0.62,0.041,75.482,76.102,4.095,2,C1,HARD,11,15.27777778,TRUE,0 days 01:21:26.862000,Haas F1 Team,1,22:26.9,21:50.1,36.787,dutch,71.387
10,GAS,32,72,40,01:15.8,75.833,1.64,0.62,0.041,73.573,74.193,4.095,2,C2,MEDIUM,8,11.11111111,TRUE,0 days 01:42:01.080000,AlphaTauri,1,43:01.1,43:00.5,0.626,dutch,69.478
16,LEC,54,66,12,01:22.7,82.717,0.492,0.62,0.041,81.605,82.225,4.095,2,C2,MEDIUM,26,39.39393939,TRUE,0 days 01:49:08.864000,Ferrari,1,19:08.9,18:55.7,13.164,spain,77.51
4,NOR,46,71,25,01:09.9,69.859,1.025,0.62,0.041,68.214,68.834,4.094,2,C2,HARD,15,21.12676056,TRUE,0 days 01:26:35.381000,McLaren,1,56:35.4,56:03.0,32.414,austria,64.12
55,SAI,58,66,8,01:23.9,83.855,0.328,0.62,0.041,82.907,83.527,4.094,4,C2,MEDIUM,37,56.06060606,TRUE,0 days 01:56:24.863000,Ferrari,1,26:24.9,26:18.8,6.072,portugal,78.813
99,GIO,5,66,61,01:25.6,85.571,2.501,0.62,0.041,82.45,83.07,4.094,1,C3,SOFT,5,7.575757576,TRUE,39:15.3,Alfa Romeo,1,09:15.3,09:14.4,0.953,spain,78.356
22,TSU,7,56,49,01:37.3,97.329,2.009,0.62,0.041,94.7,95.32,4.093,1,C3,MEDIUM,10,17.85714286,FALSE,49:32.5,AlphaTauri,1,19:32.5,19:31.9,0.529,bahrain,90.607
44,HAM,33,56,23,01:35.0,95.041,0.943,0.62,0.041,93.478,94.098,4.093,3,C2,HARD,5,8.928571429,TRUE,0 days 01:31:22.533000,Mercedes,1,01:22.5,01:03.5,19.026,bahrain,89.385
31,OCO,21,72,51,01:16.7,76.723,2.091,0.62,0.041,74.012,74.632,4.093,1,C3,SOFT,24,33.33333333,FALSE,0 days 01:28:07.227000,Alpine F1 Team,1,29:07.2,29:03.4,3.867,dutch,69.919
99,GIO,54,71,17,01:10.3,70.322,0.697,0.62,0.041,69.005,69.625,4.092,2,C2,HARD,31,43.66197183,TRUE,0 days 01:36:19.745000,Alfa Romeo,1,06:19.8,06:17.6,2.174,austria,64.913
33,VER,63,71,8,01:08.9,68.881,0.328,0.62,0.041,67.933,68.553,4.092,2,C2,HARD,34,47.88732394,TRUE,0 days 01:45:02.956000,Red Bull,1,15:03.0,LEAD,LEAD!,austria,63.841
9,MAZ,3,72,69,01:19.4,79.416,2.829,0.62,0.041,75.967,76.587,4.092,1,C2,MEDIUM,3,4.166666667,TRUE,0 days 01:04:58.039000,Haas F1 Team,1,05:58.0,05:57.4,0.653,dutch,71.875
63,RUS,24,72,48,01:17.0,77.012,1.968,0.62,0.041,74.424,75.044,4.092,1,C2,MEDIUM,24,33.33333333,TRUE,0 days 01:32:05.951000,Williams,1,33:06.0,33:03.8,2.126,dutch,70.332
77,BOT,26,72,46,01:15.8,75.82,1.886,0.62,0.041,73.314,73.934,4.092,1,C3,SOFT,30,41.66666667,FALSE,0 days 01:33:44.194000,Mercedes,1,34:44.2,LEAD,LEAD!,dutch,69.222
4,NOR,13,71,58,01:11.2,71.209,2.378,0.62,0.041,68.211,68.831,4.091,1,C4,SOFT,16,22.53521127,FALSE,47:25.6,McLaren,1,17:25.6,17:23.8,1.842,austria,64.12
7,RAI,41,56,15,01:36.6,96.564,0.615,0.62,0.041,95.329,95.949,4.091,3,C3,MEDIUM,,0,TRUE,0 days 01:45:10.128000,Alfa Romeo,1,15:10.1,15:06.8,3.289,bahrain,91.238
10,GAS,30,72,42,01:15.9,75.911,1.722,0.62,0.041,73.569,74.189,4.091,2,C2,MEDIUM,6,8.333333333,TRUE,0 days 01:39:29.055000,AlphaTauri,1,40:29.1,40:22.4,6.697,dutch,69.478
3,RIC,44,78,34,01:17.7,77.703,1.394,0.62,0.041,75.689,76.309,4.091,2,C3,HARD,8,10.25641026,TRUE,0 days 01:29:08.952000,McLaren,1,59:09.7,59:05.4,4.269,monaco,71.598
5,VET,7,72,65,01:18.1,78.106,2.665,0.62,0.041,74.821,75.441,4.09,1,C3,SOFT,7,9.722222222,TRUE,0 days 01:10:10.171000,Aston Martin,1,11:10.2,11:08.7,1.521,dutch,70.731
16,LEC,43,72,29,01:15.3,75.336,1.189,0.62,0.041,73.527,74.147,4.09,2,C1,HARD,9,12.5,TRUE,0 days 01:56:03.615000,Ferrari,1,57:03.6,56:55.5,8.092,dutch,69.437
18,STR,76,78,2,01:16.4,76.392,0.082,0.62,0.041,75.69,76.31,4.09,2,C5,SOFT,18,23.07692308,TRUE,0 days 02:09:23.989000,Aston Martin,1,39:24.8,39:12.1,12.694,monaco,71.6
14,ALO,5,66,61,01:25.2,85.177,2.501,0.62,0.041,82.056,82.676,4.09,1,C3,SOFT,8,12.12121212,FALSE,39:10.6,Alpine F1 Team,1,09:10.6,09:09.4,1.225,spain,77.966
63,RUS,20,71,51,01:11.5,71.471,2.091,0.62,0.041,68.76,69.38,4.089,1,C3,MEDIUM,20,28.16901408,TRUE,55:55.9,Williams,1,25:55.9,25:54.5,1.379,austria,64.671
99,GIO,45,56,11,01:35.9,95.868,0.451,0.62,0.041,94.797,95.417,4.089,3,C3,MEDIUM,15,26.78571429,TRUE,0 days 01:51:42.668000,Alfa Romeo,1,21:42.7,21:35.2,7.46,bahrain,90.708
16,LEC,45,72,27,01:15.3,75.253,1.107,0.62,0.041,73.526,74.146,4.089,2,C1,HARD,11,15.27777778,TRUE,0 days 01:58:34.046000,Ferrari,1,59:34.1,59:26.3,7.777,dutch,69.437
3,RIC,58,72,14,01:15.1,75.148,0.574,0.62,0.041,73.954,74.574,4.089,2,C1,HARD,28,38.88888889,TRUE,0 days 02:15:39.587000,McLaren,1,16:39.6,16:33.5,6.138,dutch,69.865
10,GAS,76,78,2,01:15.7,75.691,0.082,0.62,0.041,74.989,75.609,4.089,2,C3,HARD,46,58.97435897,TRUE,0 days 02:08:57.850000,AlphaTauri,1,38:58.6,38:55.9,2.744,monaco,70.9
7,RAI,55,56,1,01:36.0,95.987,0.041,0.62,0.041,95.326,95.946,4.088,3,C3,MEDIUM,,0,TRUE,0 days 02:07:30.975000,Alfa Romeo,1,37:31.0,37:26.1,4.865,bahrain,91.238
4,NOR,4,66,62,01:24.9,84.945,2.542,0.62,0.041,81.783,82.403,4.087,1,C3,SOFT,7,10.60606061,FALSE,37:44.5,McLaren,1,07:44.5,07:43.0,1.479,spain,77.696
10,GAS,40,66,26,01:23.8,83.755,1.066,0.62,0.041,82.069,82.689,4.087,2,C2,MEDIUM,22,33.33333333,TRUE,0 days 01:30:33.256000,AlphaTauri,1,00:33.3,00:31.9,1.383,spain,77.982
22,TSU,41,72,31,01:16.4,76.438,1.271,0.62,0.041,74.547,75.167,4.085,2,C2,MEDIUM,10,13.88888889,TRUE,0 days 01:54:23.480000,AlphaTauri,1,55:23.5,55:14.3,9.143,dutch,70.462
5,VET,43,72,29,01:16.6,76.625,1.189,0.62,0.041,74.816,75.436,4.085,2,C1,HARD,33,45.83333333,TRUE,0 days 01:57:03.422000,Aston Martin,1,58:03.4,58:02.0,1.446,dutch,70.731
3,RIC,69,71,2,01:21.6,81.55,0.082,0.62,0.041,80.848,81.468,4.085,3,C3,MEDIUM,33,46.47887324,FALSE,0 days 02:39:00.825000,McLaren,1,40:02.2,40:00.9,1.324,mexico,76.763
18,STR,6,66,60,01:25.1,85.139,2.46,0.62,0.041,82.059,82.679,4.085,1,C3,SOFT,6,9.090909091,TRUE,40:36.7,Aston Martin,1,10:36.7,10:35.8,0.936,spain,77.974
11,PER,71,71,0,01:08.9,68.872,0,0.62,0.041,68.252,68.872,4.084,3,C3,MEDIUM,17,23.94366197,TRUE,0 days 01:55:03.321000,Red Bull,1,25:03.4,25:02.1,1.285,austria,64.168
4,NOR,20,71,51,01:10.9,70.914,2.091,0.62,0.041,68.203,68.823,4.083,1,C4,SOFT,23,32.3943662,FALSE,55:42.5,McLaren,1,25:42.5,25:35.8,6.671,austria,64.12
14,ALO,51,71,20,01:10.1,70.097,0.82,0.62,0.041,68.657,69.277,4.083,2,C2,HARD,24,33.8028169,TRUE,0 days 01:32:42.911000,Alpine F1 Team,1,02:43.0,02:41.6,1.375,austria,64.574
4,NOR,59,71,12,01:09.3,69.315,0.492,0.62,0.041,68.203,68.823,4.083,2,C2,HARD,28,39.43661972,TRUE,0 days 01:41:39.867000,McLaren,1,11:39.9,11:19.1,20.79,austria,64.12
44,HAM,25,56,31,01:35.4,95.359,1.271,0.62,0.041,93.468,94.088,4.083,2,C2,HARD,12,21.42857143,TRUE,0 days 01:18:18.184000,Mercedes,1,48:18.2,LEAD,LEAD!,bahrain,89.385
11,PER,26,56,30,01:36.6,96.592,1.23,0.62,0.041,94.742,95.362,4.083,5,C2,HARD,7,12.5,TRUE,0 days 01:20:32.529000,Red Bull,1,50:32.5,50:31.8,0.739,bahrain,90.659
16,LEC,55,72,17,01:14.8,74.837,0.697,0.62,0.041,73.52,74.14,4.083,2,C1,HARD,21,29.16666667,TRUE,0 days 02:11:06.286000,Ferrari,1,12:06.3,12:01.2,5.144,dutch,69.437
33,VER,64,72,8,01:13.9,73.916,0.328,0.62,0.041,72.968,73.588,4.083,3,C1,HARD,24,33.33333333,TRUE,0 days 02:21:07.238000,Red Bull,1,22:07.2,LEAD,LEAD!,dutch,68.885
99,GIO,5,71,66,01:25.3,85.306,2.706,0.62,0.041,81.98,82.6,4.083,1,C3,MEDIUM,9,12.67605634,FALSE,0 days 01:10:17.304000,Alfa Romeo,1,11:18.7,11:17.9,0.756,mexico,77.897
55,SAI,44,66,22,01:24.4,84.418,0.902,0.62,0.041,82.896,83.516,4.083,4,C2,MEDIUM,23,34.84848485,TRUE,0 days 01:37:04.630000,Ferrari,1,07:04.6,07:01.7,2.954,portugal,78.813
55,SAI,43,72,29,01:15.4,75.428,1.189,0.62,0.041,73.619,74.239,4.082,2,C1,HARD,12,16.66666667,TRUE,0 days 01:56:13.996000,Ferrari,1,57:14.0,57:03.6,10.381,dutch,69.537
63,RUS,35,71,36,01:24.1,84.136,1.476,0.62,0.041,82.04,82.66,4.082,2,C2,HARD,20,28.16901408,TRUE,0 days 01:52:33.371000,Williams,1,53:34.8,53:22.8,11.956,mexico,77.958
16,LEC,53,71,18,01:22.2,82.188,0.738,0.62,0.041,80.83,81.45,4.082,2,C2,HARD,23,32.3943662,TRUE,0 days 02:16:14.799000,Ferrari,1,17:16.2,17:08.6,7.589,mexico,76.748
18,STR,40,56,16,01:41.3,101.341,0.656,0.62,0.041,100.065,100.685,4.082,3,C2,HARD,6,10.71428571,TRUE,0 days 02:10:57.612000,Aston Martin,1,11:59.4,11:53.7,5.646,us,95.983
3,RIC,22,71,49,01:11.5,71.518,2.009,0.62,0.041,68.889,69.509,4.081,1,C3,MEDIUM,22,30.98591549,TRUE,58:23.2,McLaren,1,28:23.3,28:22.4,0.921,austria,64.808
4,NOR,23,71,48,01:10.8,70.789,1.968,0.62,0.041,68.201,68.821,4.081,1,C4,SOFT,26,36.61971831,FALSE,59:15.0,McLaren,1,29:15.0,29:05.8,9.206,austria,64.12
63,RUS,28,78,50,01:18.6,78.581,2.05,0.62,0.041,75.911,76.531,4.081,1,C4,MEDIUM,28,35.8974359,TRUE,0 days 01:08:35.890000,Williams,1,38:36.7,38:27.0,9.628,monaco,71.83
31,OCO,33,78,45,01:18.0,78.032,1.845,0.62,0.041,75.567,76.187,4.081,1,C5,SOFT,33,42.30769231,TRUE,0 days 01:14:31.779000,Alpine F1 Team,1,44:32.5,44:31.3,1.286,monaco,71.486
11,PER,38,72,34,01:16.6,76.624,1.394,0.62,0.041,74.61,75.23,4.08,4,C2,MEDIUM,30,41.66666667,TRUE,0 days 01:50:04.526000,Red Bull,1,51:04.5,51:00.0,4.502,dutch,70.53
63,RUS,47,72,25,01:16.1,76.057,1.025,0.62,0.041,74.412,75.032,4.08,2,C1,HARD,20,27.77777778,TRUE,0 days 02:01:54.093000,Williams,1,02:54.1,02:49.7,4.403,dutch,70.332
63,RUS,53,72,19,01:15.8,75.81,0.779,0.62,0.041,74.411,75.031,4.079,2,C1,HARD,26,36.11111111,TRUE,0 days 02:09:31.466000,Williams,1,10:31.5,10:22.0,9.476,dutch,70.332
33,VER,20,66,46,01:23.4,83.362,1.886,0.62,0.041,80.856,81.476,4.079,1,C3,SOFT,23,34.84848485,FALSE,0 days 01:01:33.495000,Red Bull,1,31:33.5,LEAD,LEAD!,spain,76.777
5,VET,57,71,14,01:10.0,69.983,0.574,0.62,0.041,68.789,69.409,4.078,2,C2,HARD,,0,TRUE,0 days 01:39:48.763000,Aston Martin,1,09:48.8,09:47.0,1.825,austria,64.711
63,RUS,20,72,52,01:17.2,77.162,2.132,0.62,0.041,74.41,75.03,4.078,1,C2,MEDIUM,20,27.77777778,TRUE,0 days 01:26:58.740000,Williams,1,27:58.7,27:56.2,2.523,dutch,70.332
22,TSU,22,71,49,01:11.2,71.22,2.009,0.62,0.041,68.591,69.211,4.077,1,C4,SOFT,25,35.21126761,FALSE,58:19.5,AlphaTauri,1,28:19.6,28:18.6,1.021,austria,64.514
44,HAM,46,56,10,01:34.5,94.492,0.41,0.62,0.041,93.462,94.082,4.077,3,C2,HARD,18,32.14285714,TRUE,0 days 01:51:52.198000,Mercedes,1,21:52.2,LEAD,LEAD!,bahrain,89.385
77,BOT,51,56,5,01:34.5,94.488,0.205,0.62,0.041,93.663,94.283,4.077,3,C2,HARD,21,37.5,TRUE,0 days 02:00:01.396000,Mercedes,1,30:01.4,29:45.4,16.013,bahrain,89.586
9,MAZ,3,78,75,01:20.7,80.73,3.075,0.62,0.041,77.035,77.655,4.077,1,C5,SOFT,3,3.846153846,TRUE,35:54.9,Haas F1 Team,1,05:55.7,05:55.1,0.594,monaco,72.958
18,STR,20,71,51,01:11.5,71.45,2.091,0.62,0.041,68.739,69.359,4.076,1,C4,SOFT,23,32.3943662,FALSE,55:52.5,Aston Martin,1,25:52.6,25:42.5,10.07,austria,64.663
63,RUS,35,66,31,01:24.4,84.412,1.271,0.62,0.041,82.521,83.141,4.076,3,C2,MEDIUM,7,10.60606061,TRUE,0 days 01:23:34.539000,Williams,1,53:34.5,53:32.3,2.248,spain,78.445
31,OCO,19,72,53,01:16.8,76.787,2.173,0.62,0.041,73.994,74.614,4.075,1,C3,SOFT,22,30.55555556,FALSE,0 days 01:25:33.596000,Alpine F1 Team,1,26:33.6,26:30.5,3.123,dutch,69.919
47,MSC,28,72,44,01:17.9,77.886,1.804,0.62,0.041,75.462,76.082,4.075,2,C1,HARD,24,33.33333333,TRUE,0 days 01:38:41.177000,Haas F1 Team,1,39:41.2,38:45.9,55.29,dutch,71.387
18,STR,46,72,26,01:16.1,76.128,1.066,0.62,0.041,74.442,75.062,4.075,2,C1,HARD,19,26.38888889,TRUE,0 days 02:00:38.800000,Aston Martin,1,01:38.8,01:38.0,0.775,dutch,70.367
10,GAS,33,66,33,01:24.0,84.03,1.353,0.62,0.041,82.057,82.677,4.075,2,C2,MEDIUM,15,22.72727273,TRUE,0 days 01:20:44.306000,AlphaTauri,1,50:44.3,50:43.1,1.178,spain,77.982
16,LEC,21,71,50,01:11.2,71.216,2.05,0.62,0.041,68.546,69.166,4.074,2,C2,HARD,21,29.57746479,TRUE,57:15.3,Ferrari,1,27:15.4,27:14.4,0.91,austria,64.472
77,BOT,27,56,29,01:35.5,95.469,1.189,0.62,0.041,93.66,94.28,4.074,2,C2,HARD,11,19.64285714,TRUE,0 days 01:21:36.246000,Mercedes,1,51:36.3,51:32.1,4.173,bahrain,89.586
47,MSC,29,56,27,01:38.2,98.25,1.107,0.62,0.041,96.523,97.143,4.074,2,C3,MEDIUM,15,26.78571429,TRUE,0 days 01:26:14.352000,Haas F1 Team,1,56:14.4,56:11.2,3.124,bahrain,92.449
18,STR,18,72,54,01:17.3,77.275,2.214,0.62,0.041,74.441,75.061,4.074,1,C3,SOFT,18,25,TRUE,0 days 01:24:24.678000,Aston Martin,1,25:24.7,25:24.0,0.652,dutch,70.367
18,STR,53,71,18,01:26.3,86.305,0.738,0.62,0.041,84.947,85.567,4.074,3,C3,MEDIUM,21,29.57746479,FALSE,0 days 02:17:35.943000,Aston Martin,1,18:37.3,18:36.5,0.837,mexico,80.873
14,ALO,11,71,60,01:11.7,71.727,2.46,0.62,0.041,68.647,69.267,4.073,1,C4,SOFT,14,19.71830986,FALSE,45:09.1,Alpine F1 Team,1,15:09.1,15:06.5,2.601,austria,64.574
7,RAI,63,78,15,01:16.9,76.95,0.615,0.62,0.041,75.715,76.335,4.073,2,C3,HARD,20,25.64102564,TRUE,0 days 01:53:15.822000,Alfa Romeo,1,23:16.6,23:14.4,2.182,monaco,71.642
5,VET,58,71,13,01:09.9,69.936,0.533,0.62,0.041,68.783,69.403,4.072,2,C2,HARD,,0,TRUE,0 days 01:40:58.746000,Aston Martin,1,10:58.8,10:56.9,1.935,austria,64.711
7,RAI,35,56,21,01:36.8,96.791,0.861,0.62,0.041,95.31,95.93,4.072,3,C3,MEDIUM,,0,TRUE,0 days 01:35:31.280000,Alfa Romeo,1,05:31.3,05:29.8,1.452,bahrain,91.238
77,BOT,49,72,23,01:14.9,74.857,0.943,0.62,0.041,73.294,73.914,4.072,2,C2,MEDIUM,18,25,TRUE,0 days 02:02:53.670000,Mercedes,1,03:53.7,03:44.3,9.341,dutch,69.222
18,STR,12,71,59,01:28.0,87.984,2.419,0.62,0.041,84.945,85.565,4.072,1,C3,MEDIUM,14,19.71830986,FALSE,0 days 01:20:19.577000,Aston Martin,1,21:21.0,21:18.8,2.152,mexico,80.873
3,RIC,68,71,3,01:21.6,81.578,0.123,0.62,0.041,80.835,81.455,4.072,3,C3,MEDIUM,32,45.07042254,FALSE,0 days 02:37:39.247000,McLaren,1,38:40.6,38:39.4,1.269,mexico,76.763
6,LAT,30,78,48,01:19.0,79.026,1.968,0.62,0.041,76.438,77.058,4.072,1,C4,MEDIUM,30,38.46153846,TRUE,0 days 01:11:16.565000,Williams,1,41:17.3,41:16.4,0.92,monaco,72.366
55,SAI,45,66,21,01:23.2,83.173,0.861,0.62,0.041,81.692,82.312,4.072,2,C2,MEDIUM,23,34.84848485,TRUE,0 days 01:37:03.315000,Ferrari,1,07:03.3,07:01.1,2.211,spain,77.62
18,STR,23,71,48,01:11.3,71.322,1.968,0.62,0.041,68.734,69.354,4.071,1,C4,SOFT,26,36.61971831,FALSE,59:27.0,Aston Martin,1,29:27.0,29:15.0,11.993,austria,64.663
31,OCO,39,72,33,01:16.0,75.963,1.353,0.62,0.041,73.99,74.61,4.071,2,C2,MEDIUM,8,11.11111111,TRUE,0 days 01:51:25.104000,Alpine F1 Team,1,52:25.1,52:23.9,1.181,dutch,69.919
5,VET,4,66,62,01:25.3,85.312,2.542,0.62,0.041,82.15,82.77,4.071,1,C3,SOFT,4,6.060606061,TRUE,37:47.2,Aston Martin,1,07:47.2,07:46.4,0.759,spain,78.079
14,ALO,3,71,68,01:12.1,72.052,2.788,0.62,0.041,68.644,69.264,4.07,1,C4,SOFT,6,8.450704225,FALSE,35:36.3,Alpine F1 Team,1,05:36.3,05:35.2,1.054,austria,64.574
63,RUS,34,71,37,01:10.9,70.878,1.517,0.62,0.041,68.741,69.361,4.07,3,C2,HARD,9,12.67605634,,0 days 01:13:50.997000,Williams,1,43:51.0,43:27.1,23.969,austria,64.671
4,NOR,2,78,76,01:18.4,78.426,3.116,0.62,0.041,74.69,75.31,4.07,1,C5,SOFT,7,8.974358974,FALSE,34:20.6,McLaren,1,04:21.3,04:20.3,0.992,monaco,70.62
