code,circuit,gp,raceid,position,tm,ms,lap,box,accumulated
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.542,101542,14,,1526714
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.350,101350,15,,1628256
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:42.089,102089,16,,1729606
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.835,101835,17,,1831695
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.870,101870,18,,1933530
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.766,101766,19,,2035400
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.919,101919,20,,2137166
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.821,101821,21,,2239085
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.772,101772,22,,2340906
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.686,101686,23,,2442678
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.439,101439,24,,2544364
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.685,101685,25,,2645803
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:42.086,102086,26,,2747488
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.893,101893,27,,2849574
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.939,101939,28,,2951467
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.951,101951,29,,3053406
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.505,101505,30,,3155357
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.361,101361,31,,3256862
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.552,101552,32,,3358223
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.309,101309,33,,3459775
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.262,101262,34,,3561084
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.388,101388,35,,3662346
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.832,101832,36,,3763734
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.582,101582,37,,3865566
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.773,101773,38,,3967148
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.442,101442,39,,4068921
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.131,101131,40,,4170363
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.324,101324,41,,4271494
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.918,101918,42,,4372818
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.893,101893,43,,4474736
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:42.318,102318,44,,4576629
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:42.512,102512,45,,4678947
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:42.272,102272,46,,4781459
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:42.445,102445,47,,4883731
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.569,101569,48,,4986176
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.369,101369,49,,5087745
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.722,101722,50,,5189114
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:42.161,102161,51,,5290836
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.823,101823,52,,5392997
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:43.072,103072,53,,5494820
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:41.906,101906,54,,5597892
BOT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,2,1:44.823,104823,55,,5699798
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:36.641,96641,1,,
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:33.180,93180,2,,96641
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:31.123,91123,3,,189821
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:31.219,91219,4,,280944
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:31.944,91944,5,,372163
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:11.799,71799,6,,464107
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,1:00.520,60520,7,,535906
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:01.593,61593,8,,596426
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.054,60054,9,,658019
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.674,60674,10,,718073
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:01.830,61830,11,,778747
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.158,60158,12,,840577
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.978,59978,13,,900735
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.997,59997,14,,960713
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.167,60167,15,,1020710
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.951,59951,16,,1080877
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.889,59889,17,,1140828
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.988,59988,18,,1200717
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.883,60883,19,,1260705
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.939,59939,20,,1321588
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:59.960,59960,21,,1381527
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:59.964,59964,22,,1441487
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:59.863,59863,23,,1501451
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:00.152,60152,24,,1561314
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,1:00.840,60840,25,,1621466
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,1:00.437,60437,26,,1682306
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,15,1:00.057,60057,27,,1742743
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,14,0:59.978,59978,28,,1802800
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,14,0:59.832,59832,29,,1862778
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,14,1:01.539,61539,30,,1922610
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:04.341,64341,31,1,1984149
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:23.097,83097,32,,2112831
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.330,58330,33,,2195928
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.421,58421,34,,2254258
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.285,58285,35,,2312679
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.985,58985,36,,2370964
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.889,58889,37,,2429949
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.577,58577,38,,2488838
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.609,58609,39,,2547415
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:02.424,62424,40,,2606024
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:01.021,61021,41,,2668448
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.029,59029,42,,2729469
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.970,58970,43,,2788498
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.280,60280,44,,2847468
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.974,58974,45,,2907748
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:01.694,61694,46,,2966722
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.051,59051,47,,3028416
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.019,60019,48,,3087467
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.926,58926,49,,3147486
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:59.125,59125,50,,3206412
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,0:58.776,58776,51,,3265537
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:00.553,60553,52,,3324313
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,1:09.749,69749,53,2,3384866
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,1:22.928,82928,54,,3524364
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:57.861,57861,55,,3607292
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:57.742,57742,56,,3665153
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:57.747,57747,57,,3722895
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:57.964,57964,58,,3780642
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,1:02.546,62546,59,,3838606
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:15.783,75783,60,,3901152
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:15.203,75203,61,,3976935
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:03.609,63609,62,,4052138
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:16.756,76756,63,3,4115747
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:25.851,85851,64,,4269259
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:07.260,67260,65,,4355110
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.416,58416,66,,4422370
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:59.784,59784,67,,4480786
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,1:09.827,69827,68,,4540570
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.473,58473,69,,4610397
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:59.111,59111,70,,4668870
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.874,58874,71,,4727981
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.018,58018,72,,4786855
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.406,58406,73,,4844873
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.563,58563,74,,4903279
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.649,58649,75,,4961842
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.543,58543,76,,5020491
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.520,58520,77,,5079034
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.470,58470,78,,5137554
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.510,58510,79,,5196024
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.294,58294,80,,5254534
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:58.690,58690,81,,5312828
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:59.696,59696,82,,5371518
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:58.623,58623,83,,5431214
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:58.313,58313,84,,5489837
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:58.166,58166,85,,5548150
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:58.375,58375,86,,5606316
FIT,Bahrain International Circuit,Sakhir Grand Prix,1046,17,0:58.127,58127,87,,5664691
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:57.550,117550,1,,
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:48.137,108137,2,,117550
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:47.006,107006,3,,225687
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.070,106070,4,,332693
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.498,106498,5,,438763
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.442,106442,6,,545261
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.510,106510,7,,651703
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.930,106930,8,,758213
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:49.150,109150,9,,865143
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,2:23.976,143976,10,1,974293
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,2:44.251,164251,11,,1262245
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,2:22.086,142086,12,,1426496
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:53.035,113035,13,,1568582
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.939,106939,14,,1681617
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.398,106398,15,,1788556
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.153,106153,16,,1894954
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.148,106148,17,,2001107
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.720,105720,18,,2107255
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.652,105652,19,,2212975
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.169,106169,20,,2318627
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.686,105686,21,,2424796
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.746,105746,22,,2530482
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:45.207,105207,23,,2636228
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:45.257,105257,24,,2741435
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:45.406,105406,25,,2846692
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.978,105978,26,,2952098
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.135,105135,27,,3058076
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:45.419,105419,28,,3163211
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:45.729,105729,29,,3268630
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,17,1:44.796,104796,30,,3374359
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,17,1:45.304,105304,31,,3479155
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,17,1:45.237,105237,32,,3584459
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:46.001,106001,33,,3689696
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:50.451,110451,34,2,3795697
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,2:12.398,132398,35,,4016599
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:42.960,102960,36,,4148997
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:43.243,103243,37,,4251957
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:43.789,103789,38,,4355200
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:44.592,104592,39,,4458989
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:44.548,104548,40,,4563581
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.578,106578,41,,4668129
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:44.528,104528,42,,4774707
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:46.408,106408,43,,4879235
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.472,105472,44,,4985643
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.819,105819,45,,5091115
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:45.552,105552,46,,5196934
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:47.183,107183,47,,5302486
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:48.619,108619,48,3,5409669
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,2:04.670,124670,49,,5626907
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:41.707,101707,50,,5751577
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:42.828,102828,51,,5853284
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:43.272,103272,52,,5956112
FIT,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:42.650,102650,53,,6059384
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:19.106,79106,1,,
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:12.412,72412,2,,79106
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:11.311,71311,3,,151518
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.725,70725,4,,222829
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:11.511,71511,5,,293554
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:12.028,72028,6,,365065
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:11.173,71173,7,,437093
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.912,70912,8,,508266
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.902,70902,9,,579178
GAS,Red Bull Ring,Austrian Grand Prix,1031,12,1:11.031,71031,10,,650080
GAS,Red Bull Ring,Austrian Grand Prix,1031,11,1:11.089,71089,11,,721111
GAS,Red Bull Ring,Austrian Grand Prix,1031,11,1:11.069,71069,12,,792200
GAS,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.897,70897,13,,863269
GAS,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.827,70827,14,,934166
GAS,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.970,70970,15,,1004993
GAS,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.953,70953,16,,1075963
GAS,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.762,70762,17,,1146916
GAS,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.844,70844,18,,1217678
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.712,70712,19,,1288522
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.939,70939,20,,1359234
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.733,70733,21,,1430173
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.535,70535,22,,1500906
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.672,70672,23,,1571441
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.568,70568,24,,1642113
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.610,70610,25,,1712681
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:35.769,95769,26,1,1783291
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:49.983,109983,27,,1974829
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:21.920,81920,28,,2084812
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:54.011,114011,29,,2166732
GAS,Red Bull Ring,Austrian Grand Prix,1031,9,1:45.599,105599,30,,2280743
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:11.099,71099,31,,2386342
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.283,70283,32,,2457441
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.999,69999,33,,2527724
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.628,69628,34,,2597723
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.952,69952,35,,2667351
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.969,69969,36,,2737303
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.864,69864,37,,2807272
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.576,69576,38,,2877136
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.839,69839,39,,2946712
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.821,69821,40,,3016551
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.813,69813,41,,3086372
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.805,69805,42,,3156185
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.595,69595,43,,3225990
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.821,69821,44,,3295585
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.115,70115,45,,3365406
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.646,69646,46,,3435521
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.453,69453,47,,3505167
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.429,69429,48,,3574620
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.370,69370,49,,3644049
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:09.370,69370,50,,3713419
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:28.958,88958,51,,3782789
GAS,Red Bull Ring,Austrian Grand Prix,1031,8,1:34.649,94649,52,,3871747
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:43.812,103812,53,,3966396
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:33.431,93431,54,,4070208
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:41.284,101284,55,,4163639
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:55.497,115497,56,2,4264923
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:55.197,115197,57,,4495917
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:50.947,110947,58,,4611114
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:43.204,103204,59,,4722061
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:32.585,92585,60,,4825265
GAS,Red Bull Ring,Austrian Grand Prix,1031,6,1:10.672,70672,61,,4917850
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.370,70370,62,,4988522
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.341,69341,63,,5058892
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.025,69025,64,,5128233
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.359,69359,65,,5197258
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.943,69943,66,,5266617
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.521,69521,67,,5336560
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.361,69361,68,,5406081
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.484,69484,69,,5475442
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.121,69121,70,,5544926
GAS,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.640,69640,71,,5614047
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:32.014,92014,1,,
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:59.258,119258,2,,92014
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:43.394,103394,3,,211272
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:11.853,71853,4,,314666
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:11.277,71277,5,,386519
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.616,70616,6,,457796
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.356,70356,7,,528412
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.408,70408,8,,598768
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.420,70420,9,,669176
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.398,70398,10,,739596
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.278,70278,11,,809994
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:09.821,69821,12,,880272
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:09.988,69988,13,,950093
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:09.871,69871,14,,1020081
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.045,70045,15,,1089952
GAS,Red Bull Ring,Styrian Grand Prix,1032,8,1:10.686,70686,16,,1159997
GAS,Red Bull Ring,Styrian Grand Prix,1032,9,1:11.317,71317,17,,1230683
GAS,Red Bull Ring,Styrian Grand Prix,1032,10,1:11.253,71253,18,,1302000
GAS,Red Bull Ring,Styrian Grand Prix,1032,10,1:10.388,70388,19,,1373253
GAS,Red Bull Ring,Styrian Grand Prix,1032,10,1:10.178,70178,20,,1443641
GAS,Red Bull Ring,Styrian Grand Prix,1032,11,1:10.996,70996,21,,1513819
GAS,Red Bull Ring,Styrian Grand Prix,1032,11,1:10.364,70364,22,,1584815
GAS,Red Bull Ring,Styrian Grand Prix,1032,11,1:10.562,70562,23,,1655179
GAS,Red Bull Ring,Styrian Grand Prix,1032,13,1:13.884,73884,24,1,1725741
GAS,Red Bull Ring,Styrian Grand Prix,1032,18,1:27.546,87546,25,,1873509
GAS,Red Bull Ring,Styrian Grand Prix,1032,17,1:10.037,70037,26,,1961055
GAS,Red Bull Ring,Styrian Grand Prix,1032,17,1:09.682,69682,27,,2031092
GAS,Red Bull Ring,Styrian Grand Prix,1032,17,1:09.744,69744,28,,2100774
GAS,Red Bull Ring,Styrian Grand Prix,1032,17,1:09.769,69769,29,,2170518
GAS,Red Bull Ring,Styrian Grand Prix,1032,17,1:09.880,69880,30,,2240287
GAS,Red Bull Ring,Styrian Grand Prix,1032,17,1:10.114,70114,31,,2310167
GAS,Red Bull Ring,Styrian Grand Prix,1032,14,1:09.235,69235,32,,2380281
GAS,Red Bull Ring,Styrian Grand Prix,1032,14,1:09.705,69705,33,,2449516
GAS,Red Bull Ring,Styrian Grand Prix,1032,14,1:09.822,69822,34,,2519221
GAS,Red Bull Ring,Styrian Grand Prix,1032,14,1:09.490,69490,35,,2589043
GAS,Red Bull Ring,Styrian Grand Prix,1032,14,1:09.492,69492,36,,2658533
GAS,Red Bull Ring,Styrian Grand Prix,1032,13,1:09.524,69524,37,,2728025
GAS,Red Bull Ring,Styrian Grand Prix,1032,12,1:09.584,69584,38,,2797549
GAS,Red Bull Ring,Styrian Grand Prix,1032,12,1:09.364,69364,39,,2867133
GAS,Red Bull Ring,Styrian Grand Prix,1032,11,1:10.421,70421,40,,2936497
