code,circuit,gp,raceid,position,tm,ms,lap,box,accumulated
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,4,1:18.849,78849,25,,1938409
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,4,1:19.130,79130,26,,2017258
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,4,1:23.796,83796,27,1,2096388
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:41.771,101771,28,,2263980
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:19.017,79017,29,,2365751
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:28.212,88212,30,,2444768
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:18.777,78777,31,,2532980
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:18.838,78838,32,,2611757
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:18.692,78692,33,,2690595
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.890,78890,34,,2769287
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.765,78765,35,,2848177
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.524,78524,36,,2926942
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.442,78442,37,,3005466
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.744,78744,38,,3083908
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.744,78744,39,,3162652
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:18.391,78391,40,,3241396
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:18.659,78659,41,,3319787
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:18.666,78666,42,,3398446
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:19.025,79025,43,,3477112
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:19.219,79219,44,,3556137
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:19.040,79040,45,,3635356
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:19.048,79048,46,,3714396
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,5,1:18.678,78678,47,,3793444
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,4,1:19.134,79134,48,,3872122
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,4,1:18.084,78084,49,,3951256
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,4,1:18.326,78326,50,,4029340
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,3,1:42.010,102010,51,2,4107666
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,2:01.366,121366,52,,4311686
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,7,1:34.033,94033,53,,4433052
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,2:04.352,124352,54,,4527085
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,2:14.017,134017,55,,4651437
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,2:07.986,127986,56,,4785454
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,2:09.780,129780,57,,4913440
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:21.416,81416,58,,5043220
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:19.379,79379,59,,5124636
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.858,78858,60,,5204015
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.386,78386,61,,5282873
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.110,78110,62,,5361259
PER,Autodromo Enzo e Dino Ferrari,Emilia Romagna Grand Prix,1043,6,1:18.519,78519,63,,5439369
PER,Istanbul Park,Turkish Grand Prix,1044,2,2:03.644,123644,1,,
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:56.790,116790,2,,123644
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:55.002,115002,3,,240434
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:54.339,114339,4,,355436
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:53.215,113215,5,,469775
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:53.030,113030,6,,582990
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:54.219,114219,7,,696020
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:52.989,112989,8,,810239
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:53.194,113194,9,,923228
PER,Istanbul Park,Turkish Grand Prix,1044,1,1:52.914,112914,10,1,1036422
PER,Istanbul Park,Turkish Grand Prix,1044,4,2:11.088,131088,11,,1149336
PER,Istanbul Park,Turkish Grand Prix,1044,3,1:47.380,107380,12,,1280424
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:48.306,108306,13,,1387804
PER,Istanbul Park,Turkish Grand Prix,1044,2,2:08.386,128386,14,,1496110
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:54.009,114009,15,,1624496
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:45.323,105323,16,,1738505
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:45.211,105211,17,,1843828
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:45.370,105370,18,,1949039
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.377,103377,19,,2054409
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.531,103531,20,,2157786
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.267,103267,21,,2261317
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.075,104075,22,,2364584
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.681,103681,23,,2468659
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.516,104516,24,,2572340
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.928,104928,25,,2676856
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.872,103872,26,,2781784
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.040,104040,27,,2885656
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.276,104276,28,,2989696
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.068,104068,29,,3093972
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.806,103806,30,,3198040
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.600,103600,31,,3301846
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.120,103120,32,,3405446
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:42.225,102225,33,,3508566
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.841,103841,34,,3610791
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.477,103477,35,,3714632
PER,Istanbul Park,Turkish Grand Prix,1044,1,1:44.117,104117,36,,3818109
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.418,104418,37,,3922226
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.581,104581,38,,4026644
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.834,103834,39,,4131225
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.459,103459,40,,4235059
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:43.401,103401,41,,4338518
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:42.645,102645,42,,4441919
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:42.194,102194,43,,4544564
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:42.557,102557,44,,4646758
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:42.152,102152,45,,4749315
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.654,101654,46,,4851467
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.704,101704,47,,4953121
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.256,101256,48,,5054825
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:40.971,100971,49,,5156081
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:40.392,100392,50,,5257052
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.343,101343,51,,5357444
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.086,101086,52,,5458787
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.805,101805,53,,5559873
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.249,101249,54,,5661678
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.974,101974,55,,5762927
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:40.455,100455,56,,5864901
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:41.217,101217,57,,5965356
PER,Istanbul Park,Turkish Grand Prix,1044,2,1:44.373,104373,58,,6066573
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,2:12.787,132787,1,1,
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,22:28.556,1348556,2,,265574
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,3:03.101,183101,3,,1614130
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,2:22.056,142056,4,,1797231
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,2:29.086,149086,5,,1939287
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,2:19.412,139412,6,,2088373
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,2:18.327,138327,7,,2227785
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,2:35.590,155590,8,,2366112
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.363,95363,9,,2521702
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.087,95087,10,,2617065
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.386,95386,11,,2712152
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.647,95647,12,,2807538
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.636,95636,13,,2903185
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.625,95625,14,,2998821
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.590,95590,15,,3094446
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.873,95873,16,,3190036
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.755,95755,17,,3285909
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.927,95927,18,,3381664
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.812,95812,19,,3477591
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,2,1:38.907,98907,20,2,3573403
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,5,1:55.617,115617,21,,3771217
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,4,1:36.383,96383,22,,3886834
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.752,94752,23,,3983217
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.542,94542,24,,4077969
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.486,94486,25,,4172511
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.547,94547,26,,4266997
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.467,94467,27,,4361544
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.570,94570,28,,4456011
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.560,94560,29,,4550581
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.734,94734,30,,4645141
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.893,94893,31,,4739875
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.612,94612,32,,4834768
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.020,95020,33,,4929380
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:35.066,95066,34,,5024400
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,2,1:35.220,95220,35,,5119466
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:38.535,98535,36,3,5214686
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,5,1:54.988,114988,37,,5411756
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.794,93794,38,,5526744
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.943,93943,39,,5620538
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.629,93629,40,,5714481
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.639,93639,41,,5808110
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.912,93912,42,,5901749
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.674,93674,43,,5995661
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.851,93851,44,,6089335
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.892,93892,45,,6183186
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:33.991,93991,46,,6277078
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.863,94863,47,,6371069
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.227,94227,48,,6465932
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.407,94407,49,,6560159
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.745,94745,50,,6654566
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.841,94841,51,,6749311
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:34.881,94881,52,,6844152
PER,Bahrain International Circuit,Bahrain Grand Prix,1045,3,1:38.090,98090,53,,6939033
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:40.485,100485,1,1,
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:32.531,92531,2,,200970
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:32.331,92331,3,,293501
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:29.676,89676,4,,385832
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:31.635,91635,5,,475508
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,18,1:10.061,70061,6,,567143
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,16,0:59.233,59233,7,,637204
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,14,0:59.698,59698,8,,696437
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,13,0:58.746,58746,9,,756135
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,12,0:58.095,58095,10,,814881
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:59.438,59438,11,,872976
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:59.026,59026,12,,932414
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:58.651,58651,13,,991440
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:58.719,58719,14,,1050091
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:58.878,58878,15,,1108810
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:58.710,58710,16,,1167688
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:58.878,58878,17,,1226398
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:59.089,59089,18,,1285276
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,11,0:59.452,59452,19,,1344365
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,10,0:58.756,58756,20,,1403817
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:58.861,58861,21,,1462573
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:58.775,58775,22,,1521434
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:59.136,59136,23,,1580209
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:58.642,58642,24,,1639345
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:58.604,58604,25,,1697987
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:58.338,58338,26,,1756591
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:58.601,58601,27,,1814929
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,8,0:58.558,58558,28,,1873530
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,6,0:58.617,58617,29,,1932088
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.710,58710,30,,1990705
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.545,58545,31,,2049415
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.624,58624,32,,2107960
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:59.020,59020,33,,2166584
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.698,58698,34,,2225604
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.788,58788,35,,2284302
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.621,58621,36,,2343090
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.796,58796,37,,2401711
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.710,58710,38,,2460507
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.664,58664,39,,2519217
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,5,0:58.600,58600,40,,2577881
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,4,0:58.730,58730,41,,2636481
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,4,0:58.478,58478,42,,2695211
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.125,58125,43,,2753689
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.526,58526,44,,2811814
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.214,58214,45,,2870340
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:58.305,58305,46,,2928554
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,1:00.918,60918,47,2,2986859
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,1:17.539,77539,48,,3108695
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.205,57205,49,,3186234
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:56.937,56937,50,,3243439
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,9,0:57.052,57052,51,,3300376
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,8,0:56.925,56925,52,,3357428
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,8,0:56.949,56949,53,,3414353
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,7,0:57.426,57426,54,,3471302
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,7,1:11.049,71049,55,,3528728
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,4,0:56.922,56922,56,,3599777
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:57.073,57073,57,,3656699
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:57.319,57319,58,,3713772
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:56.973,56973,59,,3771091
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,0:57.211,57211,60,,3828064
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,1:08.533,68533,61,,3885275
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,3,1:16.056,76056,62,,3953808
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,2,1:16.795,76795,63,,4029864
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,1:31.907,91907,64,,4106659
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,1:29.912,89912,65,,4198566
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,1:34.625,94625,66,,4288478
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,1:26.387,86387,67,,4383103
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,1:23.264,83264,68,,4469490
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.789,56789,69,,4552754
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.879,56879,70,,4609543
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.811,56811,71,,4666422
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.975,56975,72,,4723233
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.826,56826,73,,4780208
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.911,56911,74,,4837034
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.826,56826,75,,4893945
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.862,56862,76,,4950771
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.885,56885,77,,5007633
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:56.999,56999,78,,5064518
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.193,57193,79,,5121517
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.000,57000,80,,5178710
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.118,57118,81,,5235710
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.394,57394,82,,5292828
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.066,57066,83,,5350222
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.374,57374,84,,5407288
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.208,57208,85,,5464662
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.404,57404,86,,5521870
PER,Bahrain International Circuit,Sakhir Grand Prix,1046,1,0:57.243,57243,87,,5579274
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,20,1:58.615,118615,1,,
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,19,1:47.554,107554,2,,118615
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,18,1:45.701,105701,3,,226169
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,17,1:44.762,104762,4,,331870
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,16,1:43.786,103786,5,,436632
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,15,1:43.263,103263,6,,540418
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,15,1:45.123,105123,7,,643681
PER,Yas Marina Circuit,Abu Dhabi Grand Prix,1047,14,1:44.231,104231,8,,748804
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:20.781,80781,1,,
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:13.309,73309,2,,80781
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:12.098,72098,3,,154090
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.372,71372,4,,226188
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.920,71920,5,,297560
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.893,71893,6,,369480
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.771,71771,7,,441373
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.941,71941,8,,513144
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.475,71475,9,,585085
RAI,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.895,71895,10,,656560
RAI,Red Bull Ring,Austrian Grand Prix,1031,16,1:11.618,71618,11,,728455
RAI,Red Bull Ring,Austrian Grand Prix,1031,16,1:11.793,71793,12,,800073
RAI,Red Bull Ring,Austrian Grand Prix,1031,16,1:11.354,71354,13,,871866
RAI,Red Bull Ring,Austrian Grand Prix,1031,16,1:11.319,71319,14,,943220
RAI,Red Bull Ring,Austrian Grand Prix,1031,16,1:11.366,71366,15,,1014539
RAI,Red Bull Ring,Austrian Grand Prix,1031,16,1:11.588,71588,16,,1085905
RAI,Red Bull Ring,Austrian Grand Prix,1031,15,1:11.213,71213,17,,1157493
RAI,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.375,70375,18,,1228706
RAI,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.752,70752,19,,1299081
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.727,70727,20,,1369833
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.570,70570,21,,1440560
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.713,70713,22,,1511130
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.898,70898,23,,1581843
RAI,Red Bull Ring,Austrian Grand Prix,1031,14,1:14.725,74725,24,1,1652741
RAI,Red Bull Ring,Austrian Grand Prix,1031,15,1:43.423,103423,25,,1802191
RAI,Red Bull Ring,Austrian Grand Prix,1031,15,1:53.799,113799,26,,1905614
RAI,Red Bull Ring,Austrian Grand Prix,1031,14,1:23.601,83601,27,,2019413
RAI,Red Bull Ring,Austrian Grand Prix,1031,14,1:13.482,73482,28,,2103014
RAI,Red Bull Ring,Austrian Grand Prix,1031,14,1:30.605,90605,29,,2176496
RAI,Red Bull Ring,Austrian Grand Prix,1031,14,1:42.148,102148,30,,2267101
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.779,70779,31,,2369249
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.997,70997,32,,2440028
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.400,70400,33,,2511025
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.188,70188,34,,2581425
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.332,70332,35,,2651613
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.355,70355,36,,2721945
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.007,70007,37,,2792300
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.336,70336,38,,2862307
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.496,70496,39,,2932643
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.158,70158,40,,3003139
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:09.962,69962,41,,3073297
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.013,70013,42,,3143259
RAI,Red Bull Ring,Austrian Grand Prix,1031,13,1:09.952,69952,43,,3213272
RAI,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.400,69400,44,,3283224
RAI,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.973,69973,45,,3352624
RAI,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.432,69432,46,,3422597
RAI,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.062,69062,47,,3492029
RAI,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.031,69031,48,,3561091
RAI,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.417,69417,49,,3630122
RAI,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.384,69384,50,,3699539
