code,date,year,raceId,lap,time,milliseconds
SAI,2020-08-16,2020,1036,24,1:25.479,85479
SAI,2020-08-16,2020,1036,34,1:25.133,85133
SAI,2020-08-16,2020,1036,39,1:23.509,83509
SAI,2020-08-16,2020,1036,43,1:25.595,85595
SAI,2020-08-16,2020,1036,20,1:25.794,85794
SAI,2020-08-16,2020,1036,51,1:23.883,83883
SAI,2020-09-13,2020,1039,6,2:19.882,139882
SAI,2020-10-25,2020,1042,12,1:23.137,83137
SAI,2020-10-25,2020,1042,47,1:22.858,82858
SAI,2020-10-25,2020,1042,4,1:25.251,85251
SAI,2020-10-25,2020,1042,30,1:23.215,83215
SAI,2020-09-13,2020,1039,35,1:23.086,83086
SAI,2020-09-13,2020,1039,26,1:25.119,85119
SAI,2020-07-12,2020,1032,25,1:10.247,70247
SAI,2020-07-12,2020,1032,30,1:09.880,69880
NOR,2020-07-12,2020,1032,16,1:10.089,70089
SAI,2020-09-27,2020,1040,22,1:41.326,101326
SAI,2020-09-27,2020,1040,33,1:40.062,100062
SAI,2020-10-25,2020,1042,9,1:23.885,83885
SAI,2020-07-05,2020,1031,23,1:10.902,70902
SAI,2020-07-05,2020,1031,26,1:30.234,90234
SAI,2020-07-05,2020,1031,39,1:10.335,70335
SAI,2020-07-12,2020,1032,30,1:09.825,69825
SAI,2020-07-12,2020,1032,11,1:10.103,70103
SAI,2020-07-12,2020,1032,9,1:10.207,70207
SAI,2020-10-11,2020,1041,26,1:33.224,93224
SAI,2020-10-11,2020,1041,10,1:34.892,94892
SAI,2020-11-01,2020,1043,27,1:19.975,79975
SAI,2020-11-01,2020,1043,35,1:19.421,79421
SAI,2020-11-01,2020,1043,43,1:18.811,78811
SAI,2020-07-05,2020,1031,30,1:42.148,102148
SAI,2020-09-06,2020,1038,2,1:27.003,87003
SAI,2020-09-06,2020,1038,4,1:26.116,86116
SAI,2020-09-06,2020,1038,47,1:24.259,84259
SAI,2020-09-06,2020,1038,25,2:04.397,124397
SAI,2020-09-06,2020,1038,52,1:25.921,85921
SAI,2020-10-11,2020,1041,22,1:32.761,92761
SAI,2020-07-19,2020,1033,48,1:20.573,80573
SAI,2020-07-19,2020,1033,37,1:21.144,81144
SAI,2020-07-19,2020,1033,60,1:20.620,80620
SAI,2020-08-30,2020,1037,5,1:52.223,112223
SAI,2020-08-30,2020,1037,30,1:48.995,108995
SAI,2020-09-06,2020,1038,30,1:30.133,90133
SAI,2020-08-02,2020,1034,47,1:31.147,91147
SAI,2020-08-02,2020,1034,52,1:31.518,91518
SAI,2020-08-09,2020,1035,35,1:32.938,92938
SAI,2020-07-19,2020,1033,57,1:22.882,82882
SAI,2020-07-19,2020,1033,22,1:23.581,83581
SAI,2020-07-19,2020,1033,23,1:22.434,82434
SAI,2020-11-15,2020,1044,55,1:39.509,99509
SAI,2020-11-15,2020,1044,55,1:40.685,100685
SAI,2020-08-02,2020,1034,7,1:34.393,94393
SAI,2020-08-02,2020,1034,52,1:31.686,91686
SAI,2020-08-02,2020,1034,47,1:30.015,90015
SAI,2020-08-02,2020,1034,35,1:31.479,91479
SAI,2020-08-16,2020,1036,54,1:22.848,82848
NOR,2020-08-16,2020,1036,50,1:23.979,83979
SAI,2020-08-16,2020,1036,9,1:26.308,86308
SAI,2020-08-16,2020,1036,16,1:25.839,85839
SAI,2020-11-15,2020,1044,5,1:54.724,114724
SAI,2020-11-15,2020,1044,35,1:42.092,102092
SAI,2020-08-16,2020,1036,42,1:21.857,81857
SAI,2020-08-16,2020,1036,39,1:27.331,87331
SAI,2020-08-16,2020,1036,45,1:30.045,90045
SAI,2020-11-15,2020,1044,24,1:42.689,102689
SAI,2020-11-15,2020,1044,45,1:48.022,108022
SAI,2020-11-15,2020,1044,25,1:44.450,104450
NOR,2020-09-13,2020,1039,16,1:24.285,84285
SAI,2020-09-13,2020,1039,10,1:29.369,89369
SAI,2020-10-25,2020,1042,4,1:24.341,84341
SAI,2020-10-25,2020,1042,6,1:23.963,83963
SAI,2020-10-25,2020,1042,23,1:21.831,81831
SAI,2020-09-13,2020,1039,37,1:23.361,83361
SAI,2020-09-13,2020,1039,5,2:12.980,132980
SAI,2020-09-13,2020,1039,8,26:18.767,1578767
SAI,2020-09-27,2020,1040,49,1:43.137,103137
SAI,2020-09-27,2020,1040,28,2:01.129,121129
SAI,2020-10-25,2020,1042,47,1:19.923,79923
SAI,2020-10-25,2020,1042,8,1:24.102,84102
SAI,2020-10-25,2020,1042,35,1:24.100,84100
SAI,2020-10-25,2020,1042,9,1:23.659,83659
SAI,2020-07-12,2020,1032,49,1:09.703,69703
SAI,2020-09-27,2020,1040,11,1:41.561,101561
SAI,2020-09-27,2020,1040,9,1:41.432,101432
SAI,2020-09-27,2020,1040,7,1:43.668,103668
SAI,2020-09-27,2020,1040,30,1:41.367,101367
NOR,2020-09-27,2020,1040,40,1:40.748,100748
SAI,2020-07-05,2020,1031,2,1:11.958,71958
SAI,2020-07-05,2020,1031,1,1:15.104,75104
SAI,2020-07-12,2020,1032,54,1:08.387,68387
SAI,2020-07-12,2020,1032,48,1:09.061,69061
SAI,2020-07-12,2020,1032,15,1:10.490,70490
SAI,2020-07-12,2020,1032,63,1:07.864,67864
SAI,2020-11-01,2020,1043,26,1:20.227,80227
SAI,2020-11-01,2020,1043,34,1:19.412,79412
SAI,2020-11-01,2020,1043,54,1:58.101,118101
SAI,2020-11-01,2020,1043,26,1:20.033,80033
SAI,2020-11-01,2020,1043,6,1:20.817,80817
SAI,2020-11-01,2020,1043,56,2:08.057,128057
SAI,2020-10-11,2020,1041,13,1:32.744,92744
SAI,2020-10-11,2020,1041,44,1:59.674,119674
SAI,2020-10-11,2020,1041,24,1:33.316,93316
SAI,2020-10-11,2020,1041,55,1:30.838,90838
SAI,2020-11-01,2020,1043,57,1:47.176,107176
SAI,2020-11-01,2020,1043,33,1:19.874,79874
SAI,2020-08-30,2020,1037,12,3:03.917,183917
SAI,2020-08-30,2020,1037,44,1:50.035,110035
SAI,2020-08-30,2020,1037,44,1:50.913,110913
SAI,2020-09-06,2020,1038,16,1:26.296,86296
SAI,2020-09-06,2020,1038,24,1:27.579,87579
SAI,2020-10-11,2020,1041,11,1:45.077,105077
SAI,2020-07-19,2020,1033,34,1:22.665,82665
SAI,2020-07-19,2020,1033,41,1:21.880,81880
SAI,2020-07-19,2020,1033,39,1:20.703,80703
SAI,2020-07-19,2020,1033,37,1:23.267,83267
SAI,2020-08-30,2020,1037,27,1:50.507,110507
SAI,2020-08-30,2020,1037,5,1:50.001,110001
SAI,2020-07-19,2020,1033,54,1:21.443,81443
SAI,2020-07-19,2020,1033,16,1:24.223,84223
SAI,2020-07-19,2020,1033,16,1:24.201,84201
SAI,2020-07-19,2020,1033,22,1:21.635,81635
SAI,2020-07-19,2020,1033,17,1:22.112,82112
SAI,2020-07-19,2020,1033,21,1:23.963,83963
SAI,2020-08-02,2020,1034,21,1:33.056,93056
SAI,2020-08-09,2020,1035,44,1:31.539,91539
SAI,2020-08-09,2020,1035,41,1:31.910,91910
SAI,2020-07-19,2020,1033,55,1:19.267,79267
SAI,2020-07-19,2020,1033,17,1:25.373,85373
SAI,2020-07-19,2020,1033,37,1:21.091,81091
SAI,2020-08-16,2020,1036,26,1:24.158,84158
SAI,2020-08-16,2020,1036,56,1:23.641,83641
SAI,2020-08-16,2020,1036,9,1:25.914,85914
NOR,2020-08-16,2020,1036,28,1:26.499,86499
SAI,2020-11-15,2020,1044,21,1:46.432,106432
SAI,2020-11-15,2020,1044,29,1:44.068,104068
SAI,2020-09-13,2020,1039,20,1:26.026,86026
SAI,2020-09-27,2020,1040,53,1:37.637,97637
SAI,2020-10-25,2020,1042,42,1:47.899,107899
SAI,2020-10-25,2020,1042,31,1:21.973,81973
NOR,2020-10-25,2020,1042,44,1:46.318,106318
SAI,2020-09-13,2020,1039,34,1:23.797,83797
SAI,2020-09-13,2020,1039,32,1:24.532,84532
SAI,2020-07-12,2020,1032,23,1:08.782,68782
SAI,2020-07-12,2020,1032,4,1:12.250,72250
SAI,2020-07-12,2020,1032,1,1:35.274,95274
SAI,2020-07-12,2020,1032,55,1:08.735,68735
SAI,2020-09-27,2020,1040,29,1:40.019,100019
SAI,2020-09-27,2020,1040,23,1:40.884,100884
NOR,2020-11-01,2020,1043,59,1:19.417,79417
SAI,2020-11-01,2020,1043,23,1:19.724,79724
SAI,2020-07-05,2020,1031,64,1:08.535,68535
SAI,2020-07-05,2020,1031,65,1:08.182,68182
SAI,2020-07-05,2020,1031,70,1:08.718,68718
SAI,2020-07-05,2020,1031,13,1:09.752,69752
SAI,2020-10-11,2020,1041,33,1:32.509,92509
SAI,2020-10-11,2020,1041,33,1:33.545,93545
SAI,2020-11-01,2020,1043,4,1:19.891,79891
SAI,2020-11-01,2020,1043,2,1:20.550,80550
SAI,2020-11-01,2020,1043,33,1:19.101,79101
SAI,2020-11-01,2020,1043,22,1:19.606,79606
SAI,2020-07-19,2020,1033,18,1:23.014,83014
SAI,2020-08-30,2020,1037,2,1:50.242,110242
SAI,2020-08-30,2020,1037,12,2:55.370,175370
SAI,2020-09-06,2020,1038,11,1:26.200,86200
SAI,2020-09-06,2020,1038,22,1:47.466,107466
SAI,2020-10-11,2020,1041,13,1:32.944,92944
SAI,2020-08-09,2020,1035,51,1:32.224,92224
SAI,2020-08-09,2020,1035,2,1:37.405,97405
SAI,2020-07-19,2020,1033,54,1:20.964,80964
SAI,2020-07-19,2020,1033,32,1:22.296,82296
SAI,2020-07-19,2020,1033,65,1:21.708,81708
SAI,2020-07-19,2020,1033,40,1:21.634,81634
SAI,2020-11-15,2020,1044,25,1:44.535,104535
SAI,2020-08-02,2020,1034,15,2:31.240,151240
SAI,2020-08-02,2020,1034,47,1:29.948,89948
SAI,2020-08-09,2020,1035,25,1:32.207,92207
SAI,2020-08-09,2020,1035,47,1:31.658,91658
SAI,2020-08-09,2020,1035,19,1:32.826,92826
SAI,2020-08-16,2020,1036,53,1:23.962,83962
SAI,2020-08-16,2020,1036,47,1:21.801,81801
SAI,2020-11-15,2020,1044,10,1:50.839,110839
SAI,2020-11-15,2020,1044,23,1:43.546,103546
SAI,2020-11-15,2020,1044,1,2:15.726,135726
SAI,2020-11-15,2020,1044,31,1:43.242,103242
SAI,2020-10-25,2020,1042,55,1:26.581,86581
SAI,2020-10-25,2020,1042,9,1:23.816,83816
NOR,2020-10-25,2020,1042,9,1:24.987,84987
SAI,2020-09-13,2020,1039,33,1:24.235,84235
SAI,2020-09-13,2020,1039,2,2:24.130,144130
SAI,2020-09-13,2020,1039,3,2:16.430,136430
SAI,2020-07-12,2020,1032,46,1:08.872,68872
SAI,2020-09-27,2020,1040,48,1:45.463,105463
SAI,2020-09-27,2020,1040,16,1:41.554,101554
SAI,2020-09-27,2020,1040,5,2:38.542,158542
SAI,2020-10-25,2020,1042,53,1:23.071,83071
SAI,2020-10-25,2020,1042,59,1:20.577,80577
SAI,2020-07-12,2020,1032,54,1:08.749,68749
SAI,2020-07-12,2020,1032,21,1:09.362,69362
SAI,2020-07-12,2020,1032,2,1:59.120,119120
SAI,2020-07-12,2020,1032,53,1:09.696,69696
SAI,2020-07-12,2020,1032,57,1:11.008,71008
SAI,2020-07-12,2020,1032,34,1:08.893,68893
SAI,2020-07-05,2020,1031,26,1:53.799,113799
SAI,2020-07-05,2020,1031,13,1:10.929,70929
SAI,2020-07-05,2020,1031,12,1:11.412,71412
SAI,2020-07-05,2020,1031,48,1:09.429,69429
NOR,2020-07-05,2020,1031,63,1:08.362,68362
SAI,2020-07-05,2020,1031,67,1:10.182,70182
SAI,2020-10-11,2020,1041,56,1:31.178,91178
SAI,2020-10-11,2020,1041,50,1:35.108,95108
SAI,2020-10-11,2020,1041,14,1:33.903,93903
SAI,2020-11-01,2020,1043,46,1:18.007,78007
SAI,2020-11-01,2020,1043,37,1:19.546,79546
SAI,2020-11-01,2020,1043,33,1:19.342,79342
SAI,2020-07-19,2020,1033,28,1:22.482,82482
SAI,2020-07-19,2020,1033,59,1:20.314,80314
SAI,2020-07-19,2020,1033,9,1:24.434,84434
SAI,2020-09-06,2020,1038,19,1:27.098,87098
SAI,2020-10-11,2020,1041,19,1:30.454,90454
SAI,2020-10-11,2020,1041,23,1:33.644,93644
SAI,2020-07-19,2020,1033,21,1:23.592,83592
SAI,2020-07-19,2020,1033,9,1:23.543,83543
SAI,2020-07-19,2020,1033,65,1:18.493,78493
SAI,2020-07-19,2020,1033,23,1:24.145,84145
SAI,2020-07-19,2020,1033,25,1:22.772,82772
SAI,2020-07-19,2020,1033,15,1:22.904,82904
SAI,2020-11-15,2020,1044,19,1:45.624,105624
SAI,2020-11-15,2020,1044,8,1:56.555,116555
NOR,2020-11-15,2020,1044,18,1:46.273,106273
SAI,2020-11-15,2020,1044,15,1:51.892,111892
SAI,2020-08-09,2020,1035,33,1:31.852,91852
SAI,2020-07-19,2020,1033,25,1:23.326,83326
SAI,2020-08-16,2020,1036,63,1:22.858,82858
SAI,2020-08-16,2020,1036,14,1:23.655,83655
SAI,2020-08-16,2020,1036,54,1:21.765,81765
SAI,2020-08-16,2020,1036,50,1:23.935,83935
SAI,2020-08-16,2020,1036,38,1:23.692,83692
SAI,2020-08-16,2020,1036,58,1:23.239,83239
SAI,2020-07-12,2020,1032,23,1:09.492,69492
SAI,2020-07-12,2020,1032,50,1:08.879,68879
NOR,2020-07-12,2020,1032,3,1:42.241,102241
SAI,2020-09-27,2020,1040,53,1:38.429,98429
SAI,2020-09-13,2020,1039,13,1:25.211,85211
SAI,2020-09-13,2020,1039,30,1:25.442,85442
SAI,2020-07-05,2020,1031,44,1:08.598,68598
SAI,2020-07-05,2020,1031,37,1:08.194,68194
SAI,2020-07-05,2020,1031,8,1:09.538,69538
SAI,2020-07-05,2020,1031,31,1:10.877,70877
SAI,2020-07-12,2020,1032,25,1:10.031,70031
SAI,2020-07-12,2020,1032,41,1:08.148,68148
SAI,2020-10-11,2020,1041,20,1:33.506,93506
SAI,2020-11-01,2020,1043,12,1:20.708,80708
SAI,2020-11-01,2020,1043,45,1:19.040,79040
SAI,2020-11-01,2020,1043,12,1:20.289,80289
SAI,2020-07-05,2020,1031,5,1:09.461,69461
SAI,2020-07-05,2020,1031,37,1:08.243,68243
SAI,2020-07-19,2020,1033,45,1:20.437,80437
SAI,2020-07-19,2020,1033,45,1:21.164,81164
SAI,2020-08-30,2020,1037,32,1:50.143,110143
SAI,2020-08-30,2020,1037,34,1:49.136,109136
SAI,2020-08-30,2020,1037,3,1:51.368,111368
SAI,2020-10-11,2020,1041,44,1:30.448,90448
SAI,2020-08-09,2020,1035,42,1:31.212,91212
SAI,2020-08-09,2020,1035,21,1:32.358,92358
SAI,2020-07-19,2020,1033,42,1:21.733,81733
SAI,2020-07-19,2020,1033,62,1:20.713,80713
SAI,2020-07-19,2020,1033,50,1:21.578,81578
SAI,2020-07-19,2020,1033,26,1:21.828,81828
SAI,2020-08-02,2020,1034,22,1:30.503,90503
SAI,2020-08-02,2020,1034,42,1:30.633,90633
SAI,2020-08-02,2020,1034,23,1:32.597,92597
SAI,2020-08-02,2020,1034,3,2:30.708,150708
SAI,2020-08-09,2020,1035,24,1:32.197,92197
SAI,2020-08-09,2020,1035,21,1:31.790,91790
SAI,2020-11-15,2020,1044,1,2:09.685,129685
SAI,2020-11-15,2020,1044,11,1:47.275,107275
SAI,2020-11-15,2020,1044,53,1:39.586,99586
NOR,2020-11-15,2020,1044,49,1:40.061,100061
SAI,2020-11-15,2020,1044,13,2:06.037,126037
SAI,2020-08-02,2020,1034,21,1:30.830,90830
SAI,2020-08-16,2020,1036,29,1:24.230,84230
SAI,2020-08-16,2020,1036,60,1:22.639,82639
SAI,2020-08-16,2020,1036,15,1:25.224,85224
SAI,2020-08-16,2020,1036,42,1:27.358,87358
SAI,2020-08-16,2020,1036,7,1:26.163,86163
SAI,2020-11-15,2020,1044,51,1:40.435,100435
SAI,2020-08-16,2020,1036,11,1:26.252,86252
SAI,2020-08-16,2020,1036,19,1:23.726,83726
SAI,2020-08-16,2020,1036,17,1:25.014,85014
SAI,2020-08-16,2020,1036,32,1:25.189,85189
NOR,2020-08-16,2020,1036,49,1:23.232,83232
SAI,2020-08-16,2020,1036,32,1:24.172,84172
SAI,2020-09-13,2020,1039,14,1:24.835,84835
SAI,2020-09-13,2020,1039,39,1:22.506,82506
SAI,2020-09-13,2020,1039,32,1:23.407,83407
SAI,2020-09-13,2020,1039,48,1:20.854,80854
SAI,2020-09-27,2020,1040,31,1:41.640,101640
SAI,2020-09-27,2020,1040,10,1:45.105,105105
SAI,2020-09-27,2020,1040,5,2:41.473,161473
SAI,2020-10-25,2020,1042,43,1:22.504,82504
SAI,2020-10-25,2020,1042,10,1:24.184,84184
SAI,2020-10-25,2020,1042,51,1:20.981,80981
SAI,2020-07-12,2020,1032,63,1:08.974,68974
SAI,2020-07-12,2020,1032,63,1:07.449,67449
SAI,2020-09-27,2020,1040,9,1:44.810,104810
SAI,2020-09-27,2020,1040,8,1:43.393,103393
SAI,2020-09-27,2020,1040,13,1:42.165,102165
SAI,2020-09-27,2020,1040,11,1:42.900,102900
SAI,2020-07-05,2020,1031,11,1:10.097,70097
SAI,2020-07-12,2020,1032,29,1:09.984,69984
SAI,2020-07-12,2020,1032,7,1:10.268,70268
SAI,2020-07-12,2020,1032,55,1:08.412,68412
NOR,2020-07-12,2020,1032,51,1:08.181,68181
SAI,2020-07-12,2020,1032,70,1:08.613,68613
SAI,2020-11-01,2020,1043,19,1:19.689,79689
SAI,2020-11-01,2020,1043,39,1:18.631,78631
SAI,2020-11-01,2020,1043,7,1:20.858,80858
SAI,2020-11-01,2020,1043,32,1:19.487,79487
SAI,2020-07-05,2020,1031,13,1:11.706,71706
SAI,2020-07-05,2020,1031,58,1:51.211,111211
SAI,2020-10-11,2020,1041,4,1:32.242,92242
SAI,2020-10-11,2020,1041,39,1:31.241,91241
SAI,2020-10-11,2020,1041,3,1:35.490,95490
SAI,2020-10-11,2020,1041,30,1:32.831,92831
SAI,2020-10-11,2020,1041,24,1:32.899,92899
SAI,2020-11-01,2020,1043,48,1:23.640,83640
SAI,2020-09-06,2020,1038,43,1:24.440,84440
SAI,2020-09-06,2020,1038,2,1:27.353,87353
SAI,2020-09-06,2020,1038,45,1:24.219,84219
NOR,2020-09-06,2020,1038,29,1:25.769,85769
SAI,2020-10-11,2020,1041,2,1:36.519,96519
SAI,2020-10-11,2020,1041,60,1:32.096,92096
SAI,2020-08-30,2020,1037,28,1:47.758,107758
SAI,2020-08-30,2020,1037,43,1:50.950,110950
SAI,2020-09-06,2020,1038,25,1:57.398,117398
SAI,2020-09-06,2020,1038,24,1:27.928,87928
SAI,2020-09-06,2020,1038,39,1:24.403,84403
SAI,2020-09-06,2020,1038,37,1:24.194,84194
SAI,2020-07-19,2020,1033,20,1:23.840,83840
SAI,2020-07-19,2020,1033,20,1:24.132,84132
SAI,2020-07-19,2020,1033,45,1:21.207,81207
SAI,2020-07-19,2020,1033,42,1:20.066,80066
SAI,2020-07-19,2020,1033,67,1:22.120,82120
SAI,2020-07-19,2020,1033,22,1:21.963,81963
SAI,2020-08-09,2020,1035,23,1:33.058,93058
SAI,2020-08-09,2020,1035,28,1:34.360,94360
SAI,2020-08-09,2020,1035,51,1:30.345,90345
SAI,2020-07-19,2020,1033,29,1:25.805,85805
SAI,2020-07-19,2020,1033,23,1:21.914,81914
SAI,2020-07-19,2020,1033,49,1:20.604,80604
SAI,2020-11-15,2020,1044,8,1:52.989,112989
SAI,2020-11-15,2020,1044,54,1:41.249,101249
SAI,2020-11-15,2020,1044,25,1:43.955,103955
SAI,2020-08-02,2020,1034,14,2:09.879,129879
SAI,2020-08-02,2020,1034,18,2:11.471,131471
SAI,2020-08-02,2020,1034,24,1:32.062,92062
SAI,2020-08-16,2020,1036,15,1:23.095,83095
SAI,2020-08-16,2020,1036,22,1:23.699,83699
SAI,2020-08-16,2020,1036,60,1:22.025,82025
SAI,2020-08-16,2020,1036,38,1:24.447,84447
SAI,2020-08-16,2020,1036,25,1:25.214,85214
SAI,2020-08-16,2020,1036,32,1:25.348,85348
SAI,2020-09-13,2020,1039,24,1:23.590,83590
SAI,2020-09-13,2020,1039,53,1:21.138,81138
SAI,2020-09-13,2020,1039,48,1:22.942,82942
SAI,2020-09-13,2020,1039,31,1:23.202,83202
SAI,2020-10-25,2020,1042,35,1:22.698,82698
SAI,2020-10-25,2020,1042,35,1:22.536,82536
SAI,2020-10-25,2020,1042,3,1:25.417,85417
SAI,2020-10-25,2020,1042,16,1:23.904,83904
SAI,2020-10-25,2020,1042,4,1:24.409,84409
SAI,2020-10-25,2020,1042,40,1:22.198,82198
SAI,2020-07-12,2020,1032,42,1:08.734,68734
NOR,2020-07-12,2020,1032,32,1:09.313,69313
SAI,2020-09-27,2020,1040,33,1:41.298,101298
SAI,2020-10-25,2020,1042,65,1:21.325,81325
SAI,2020-10-25,2020,1042,16,1:23.054,83054
SAI,2020-10-25,2020,1042,43,1:22.646,82646
SAI,2020-07-05,2020,1031,43,1:10.043,70043
SAI,2020-07-05,2020,1031,6,1:09.386,69386
SAI,2020-07-05,2020,1031,10,1:11.031,71031
SAI,2020-07-12,2020,1032,38,1:27.914,87914
SAI,2020-07-12,2020,1032,53,1:08.830,68830
SAI,2020-07-12,2020,1032,71,1:08.124,68124
SAI,2020-10-11,2020,1041,29,1:51.219,111219
SAI,2020-10-11,2020,1041,15,1:39.023,99023
SAI,2020-11-01,2020,1043,50,1:24.518,84518
SAI,2020-11-01,2020,1043,15,1:20.465,80465
NOR,2020-11-01,2020,1043,18,1:20.255,80255
SAI,2020-11-01,2020,1043,17,1:20.687,80687
SAI,2020-07-19,2020,1033,14,1:25.592,85592
SAI,2020-08-30,2020,1037,13,2:58.234,178234
SAI,2020-08-30,2020,1037,42,1:50.229,110229
SAI,2020-09-06,2020,1038,29,1:26.247,86247
SAI,2020-10-11,2020,1041,53,1:32.157,92157
SAI,2020-10-11,2020,1041,1,1:44.911,104911
SAI,2020-07-19,2020,1033,44,1:19.963,79963
SAI,2020-07-19,2020,1033,36,1:21.808,81808
SAI,2020-07-19,2020,1033,42,1:19.414,79414
SAI,2020-07-19,2020,1033,32,1:23.034,83034
SAI,2020-07-19,2020,1033,20,1:25.976,85976
SAI,2020-07-19,2020,1033,70,1:20.578,80578
SAI,2020-08-09,2020,1035,2,1:34.759,94759
SAI,2020-08-09,2020,1035,3,1:34.245,94245
SAI,2020-08-09,2020,1035,46,1:31.513,91513
SAI,2020-08-09,2020,1035,11,1:32.827,92827
NOR,2020-08-09,2020,1035,38,1:31.396,91396
SAI,2020-08-09,2020,1035,26,1:32.436,92436
SAI,2020-08-16,2020,1036,14,1:26.159,86159
SAI,2020-11-15,2020,1044,2,2:04.423,124423
SAI,2020-08-02,2020,1034,22,1:32.206,92206
SAI,2020-08-02,2020,1034,10,1:33.647,93647
SAI,2020-08-02,2020,1034,47,1:28.790,88790
SAI,2020-08-09,2020,1035,5,1:34.293,94293
SAI,2020-08-16,2020,1036,23,1:23.614,83614
SAI,2020-08-16,2020,1036,52,1:23.133,83133
SAI,2020-11-15,2020,1044,4,1:56.508,116508
SAI,2020-11-15,2020,1044,4,1:54.339,114339
SAI,2020-11-15,2020,1044,46,1:41.654,101654
SAI,2020-11-15,2020,1044,5,1:57.631,117631
SAI,2020-09-13,2020,1039,3,2:15.684,135684
SAI,2020-09-13,2020,1039,8,26:20.731,1580731
SAI,2020-09-27,2020,1040,22,1:41.576,101576
SAI,2020-10-25,2020,1042,11,1:21.952,81952
SAI,2020-10-25,2020,1042,18,1:23.767,83767
SAI,2020-10-25,2020,1042,45,1:22.251,82251
SAI,2020-10-25,2020,1042,26,1:28.184,88184
SAI,2020-10-25,2020,1042,53,1:22.451,82451
SAI,2020-09-27,2020,1040,46,1:38.641,98641
SAI,2020-09-27,2020,1040,32,1:41.046,101046
SAI,2020-09-27,2020,1040,50,1:39.819,99819
SAI,2020-09-27,2020,1040,23,1:41.429,101429
SAI,2020-09-27,2020,1040,32,1:41.240,101240
SAI,2020-09-27,2020,1040,3,2:52.067,172067
SAI,2020-07-12,2020,1032,12,1:08.531,68531
SAI,2020-07-12,2020,1032,21,1:08.831,68831
SAI,2020-07-12,2020,1032,41,1:08.288,68288
SAI,2020-07-12,2020,1032,22,1:10.364,70364
SAI,2020-09-27,2020,1040,7,1:41.341,101341
SAI,2020-09-27,2020,1040,53,1:40.336,100336
SAI,2020-07-05,2020,1031,2,1:09.441,69441
SAI,2020-07-05,2020,1031,11,1:10.701,70701
SAI,2020-07-05,2020,1031,63,1:07.974,67974
SAI,2020-07-05,2020,1031,41,1:09.901,69901
SAI,2020-07-12,2020,1032,63,1:08.888,68888
SAI,2020-07-12,2020,1032,11,1:08.806,68806
SAI,2020-10-11,2020,1041,41,1:30.757,90757
SAI,2020-10-11,2020,1041,60,1:32.925,92925
SAI,2020-11-01,2020,1043,25,1:18.849,78849
SAI,2020-11-01,2020,1043,3,1:21.592,81592
NOR,2020-11-01,2020,1043,30,1:28.761,88761
SAI,2020-07-05,2020,1031,71,1:10.280,70280
SAI,2020-09-06,2020,1038,49,1:24.748,84748
SAI,2020-09-06,2020,1038,17,1:27.155,87155
SAI,2020-09-06,2020,1038,8,1:27.001,87001
SAI,2020-09-06,2020,1038,17,1:48.068,108068
SAI,2020-10-11,2020,1041,11,1:31.853,91853
SAI,2020-10-11,2020,1041,5,1:34.850,94850
SAI,2020-08-30,2020,1037,9,1:51.828,111828
SAI,2020-08-30,2020,1037,31,2:02.753,122753
SAI,2020-09-06,2020,1038,22,2:06.512,126512
SAI,2020-09-06,2020,1038,14,1:26.043,86043
SAI,2020-09-06,2020,1038,33,1:24.659,84659
SAI,2020-09-06,2020,1038,42,1:24.405,84405
SAI,2020-08-02,2020,1034,39,1:31.186,91186
SAI,2020-08-02,2020,1034,29,1:32.160,92160
SAI,2020-08-09,2020,1035,26,1:32.111,92111
SAI,2020-07-19,2020,1033,1,1:42.397,102397
SAI,2020-07-19,2020,1033,17,1:24.980,84980
SAI,2020-07-19,2020,1033,34,1:25.954,85954
SAI,2020-08-16,2020,1036,47,1:22.149,82149
SAI,2020-08-16,2020,1036,47,1:23.851,83851
SAI,2020-08-16,2020,1036,56,1:22.644,82644
SAI,2020-08-16,2020,1036,4,1:25.593,85593
NOR,2020-08-16,2020,1036,5,1:25.967,85967
SAI,2020-11-15,2020,1044,23,1:43.681,103681
SAI,2020-10-25,2020,1042,22,1:21.935,81935
SAI,2020-09-13,2020,1039,5,2:13.693,133693
SAI,2020-09-13,2020,1039,36,1:24.678,84678
SAI,2020-09-13,2020,1039,4,2:13.812,133812
SAI,2020-09-13,2020,1039,34,1:23.021,83021
SAI,2020-09-27,2020,1040,15,1:42.767,102767
SAI,2020-09-27,2020,1040,27,1:41.377,101377
SAI,2020-10-25,2020,1042,14,1:22.626,82626
SAI,2020-10-25,2020,1042,62,1:19.854,79854
SAI,2020-10-25,2020,1042,22,1:22.844,82844
SAI,2020-10-25,2020,1042,26,1:22.952,82952
NOR,2020-07-05,2020,1031,69,1:09.102,69102
SAI,2020-07-12,2020,1032,2,1:59.748,119748
SAI,2020-07-12,2020,1032,5,1:11.043,71043
SAI,2020-07-12,2020,1032,29,1:09.067,69067
SAI,2020-09-27,2020,1040,48,1:38.075,98075
SAI,2020-09-27,2020,1040,31,2:00.843,120843
SAI,2020-11-01,2020,1043,9,1:20.677,80677
SAI,2020-07-05,2020,1031,49,2:06.287,126287
SAI,2020-07-05,2020,1031,24,1:10.002,70002
SAI,2020-07-05,2020,1031,28,1:50.849,110849
SAI,2020-07-05,2020,1031,44,1:08.322,68322
SAI,2020-07-05,2020,1031,68,1:08.529,68529
